DB/Table|Source Column|Ref Table Column|Typelist (per Dictionary)|Final Harmonized Column Names (3)|Attributes from Lookup Table
policycenter.dbo.pcx_uladditionalinterests_ext|AdditionalInterestType_Ext|ID|policycenter.dbo.pctl_AdditionalInterestType|pctl_AdditionalInterestType_TypeCode / pctl_AdditionalInterestType_Name / pctl_AdditionalInterestType_Description|TypeCode / Name / Description
policycenter.dbo.pcx_uladditionalinterests_ext|AddressType_Ext|ID|policycenter.dbo.pctl_AddressType|pctl_AddressType_TypeCode / pctl_AddressType_Name / pctl_AddressType_Description|TypeCode / Name / Description
policycenter.dbo.pcx_uladditionalinterests_ext|ChangeType|ID|policycenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description
policycenter.dbo.pcx_uladditionalinterests_ext|ContactType_Ext|ID|policycenter.dbo.pctl_ContactType|pctl_ContactType_TypeCode / pctl_ContactType_Name / pctl_ContactType_Description|TypeCode / Name / Description
policycenter.dbo.pcx_uladditionalinterests_ext|Country_Ext|ID|policycenter.dbo.pctl_Country|pctl_Country_TypeCode / pctl_Country_Name / pctl_Country_Description|TypeCode / Name / Description
policycenter.dbo.pcx_uladditionalinterests_ext|Gender_Ext|ID|policycenter.dbo.pctl_GenderType|pctl_GenderType_TypeCode / pctl_GenderType_Name / pctl_GenderType_Description|TypeCode / Name / Description
policycenter.dbo.pcx_uladditionalinterests_ext|LicenseState_Ext|ID|policycenter.dbo.pctl_Jurisdiction|pctl_Jurisdiction_TypeCode / pctl_Jurisdiction_Name / pctl_Jurisdiction_Description|TypeCode / Name / Description
policycenter.dbo.pcx_uladditionalinterests_ext|MaritalStatus_Ext|ID|policycenter.dbo.pctl_MaritalStatus|pctl_MaritalStatus_TypeCode / pctl_MaritalStatus_Name / pctl_MaritalStatus_Description|TypeCode / Name / Description
policycenter.dbo.pcx_uladditionalinterests_ext|OccupationType_Ext|ID|policycenter.dbo.pctl_OccupationType|pctl_OccupationType_TypeCode /  pctl_OccupationType_Name /  pctl_OccupationType_Description|TypeCode / Name / Description
policycenter.dbo.pcx_uladditionalinterests_ext|PrimaryPhone_Ext|ID|policycenter.dbo.pctl_PrimaryPhoneType|pctl_PrimaryPhoneType_TypeCode /  pctl_PrimaryPhoneType_Name /  pctl_PrimaryPhoneType_Description|TypeCode / Name / Description
policycenter.dbo.pcx_uladditionalinterests_ext|RelationshipToInsured_Ext|ID|policycenter.dbo.pctl_RelationshipToInsured|pctl_RelationshipToInsured_TypeCode /  pctl_RelationshipToInsured_Name /  pctl_RelationshipToInsured_Description|TypeCode / Name / Description
policycenter.dbo.pcx_uladditionalinterests_ext|State_Ext|ID|policycenter.dbo.pctl_State|pctl_State_TypeCode /  pctl_State_Name /  pctl_State_Description|TypeCode / Name / Description
policycenter.dbo.pcx_uladditionalinterests_ext|Suffix_Ext|ID|policycenter.dbo.pctl_NameSuffix|pctl_NameSuffix_TypeCode / pctl_NameSuffix_Name / pctl_NameSuffix_Description|TypeCode / Name / Description
policycenter.dbo.pcx_ulbp7details|BasisType_Ext|ID|policycenter.dbo.pctl_BP7ExposureBasis|pctl_BP7ExposureBasis_TypeCode_BasisType_Ext / pctl_BP7ExposureBasis_Name_BasisType_Ext / pctl_BP7ExposureBasis_Description_BasisType_Ext|TypeCode / Name / Description
policycenter.dbo.pcx_ulbp7details|BusinessType_Ext|ID|policycenter.dbo.pctl_BP7PropertyType|pctl_BP7PropertyType_TypeCode_BusinessType_Ext / pctl_BP7PropertyType_Name_BusinessType_Ext / pctl_BP7PropertyType_Description_BusinessType_Ext|TypeCode / Name / Description
policycenter.dbo.pcx_ulbp7details|ChangeType|ID|policycenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description
policycenter.dbo.pcx_ulbp7details|ClassificationDescription_Ext|ID|policycenter.dbo.pctl_BP7ClassDescription|pctl_BP7ClassDescription_TypeCode_ClassificationDescription_Ext / pctl_BP7ClassDescription_Name_ClassificationDescription_Ext / pctl_BP7ClassDescription_Description_ClassificationDescription_Ext|TypeCode / Name / Description
policycenter.dbo.pcx_ulca7addlinterestext|AdditionalInterestType_Ext|ID|policycenter.dbo.pctl_AdditionalInterestType|pctl_AdditionalInterestType_TypeCode_AdditionalInterestType_Ext / pctl_AdditionalInterestType_Name_AdditionalInterestType_Ext / pctl_AdditionalInterestType_Description_AdditionalInterestType_Ext|TypeCode / Name / Description
policycenter.dbo.pcx_ulca7addlinterestext|AddlInterestState_Ext|ID|policycenter.dbo.pctl_State|pctl_State_TypeCode_AddlInterestState_Ext / pctl_State_Name_AddlInterestState_Ext / pctl_State_Description_AddlInterestState_Ext|TypeCode / Name / Description
policycenter.dbo.pcx_ulca7addlinterestext|ChangeType|ID|policycenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description
policycenter.dbo.pcx_ulca7details|CA7PrivatePasseType_Ext|ID|policycenter.dbo.pctl_CA7PrivatePassengerType|pctl_CA7PrivatePassengerType_TypeCode_CA7PrivatePasseType_Ext / pctl_CA7PrivatePassengerType_Name_CA7PrivatePasseType_Ext / pctl_CA7PrivatePassengerType_Description_CA7PrivatePasseType_Ext|TypeCode / Name / Description
policycenter.dbo.pcx_ulca7details|CA7PublicTransFleet_Ext|ID|policycenter.dbo.pctl_ca7publictransportationfl|pctl_ca7publictransportationfl_TypeCode_CA7PublicTransFleet_Ext / pctl_ca7publictransportationfl_Name_CA7PublicTransFleet_Ext / pctl_ca7publictransportationfl_Description_CA7PublicTransFleet_Ext|TypeCode / Name / Description
policycenter.dbo.pcx_ulca7details|CA7PublicTransRadiusClass_Ext|ID|policycenter.dbo.pctl_ca7publictransportationra|pctl_ca7publictransportationra_TypeCode_CA7PublicTransRadiusClass_Ext / pctl_ca7publictransportationra_Name_CA7PublicTransRadiusClass_Ext / pctl_ca7publictransportationra_Description_CA7PublicTransRadiusClass_Ext|TypeCode / Name / Description
policycenter.dbo.pcx_ulca7details|CA7PublicTransType_Ext|ID|policycenter.dbo.pctl_ca7publictransportationty|pctl_ca7publictransportationty_TypeCode_CA7PublicTransType_Ext / pctl_ca7publictransportationty_Name_CA7PublicTransType_Ext / pctl_ca7publictransportationty_Description_CA7PublicTransType_Ext|TypeCode / Name / Description
policycenter.dbo.pcx_ulca7details|CA7PvtPssengrOptExp_Ext|ID|policycenter.dbo.pctl_ca7privatepassengeroperat|pctl_ca7privatepassengeroperat_TypeCode_CA7PvtPssengrOptExp_Ext / pctl_ca7privatepassengeroperat_Name_CA7PvtPssengrOptExp_Ext / pctl_ca7privatepassengeroperat_Description_CA7PvtPssengrOptExp_Ext|TypeCode / Name / Description
policycenter.dbo.pcx_ulca7details|CA7PvtPssgrFleet_Ext|ID|policycenter.dbo.pctl_CA7PrivatePassengerFleet|pctl_CA7PrivatePassengerFleet_TypeCode_CA7PvtPssgrFleet_Ext / pctl_CA7PrivatePassengerFleet_Name_CA7PvtPssgrFleet_Ext / pctl_CA7PrivatePassengerFleet_Description_CA7PvtPssgrFleet_Ext|TypeCode / Name / Description
policycenter.dbo.pcx_ulca7details|CA7PvtPssgrUse_Ext|ID|policycenter.dbo.pctl_CA7PrivatePassengerUse|pctl_CA7PrivatePassengerUse_TypeCode_CA7PvtPssgrUse_Ext / pctl_CA7PrivatePassengerUse_Name_CA7PvtPssgrUse_Ext / pctl_CA7PrivatePassengerUse_Description_CA7PvtPssgrUse_Ext|TypeCode / Name / Description
policycenter.dbo.pcx_ulca7details|CA7SeatingCapacity_Ext|ID|policycenter.dbo.pctl_CA7SeatingCapacity|pctl_CA7SeatingCapacity_TypeCode_CA7SeatingCapacity_Ext / pctl_CA7SeatingCapacity_Name_CA7SeatingCapacity_Ext / pctl_CA7SeatingCapacity_Description_CA7SeatingCapacity_Ext|TypeCode / Name / Description
policycenter.dbo.pcx_ulca7details|CA7SpecialTypesClass_Ext|ID|policycenter.dbo.pctl_CA7SpecialTypesClass|pctl_CA7SpecialTypesClass_TypeCode_CA7SpecialTypesClass_Ext / pctl_CA7SpecialTypesClass_Name_CA7SpecialTypesClass_Ext / pctl_CA7SpecialTypesClass_Description_CA7SpecialTypesClass_Ext|TypeCode / Name / Description
policycenter.dbo.pcx_ulca7details|CA7SpecialTypesSupplType2_Ext|ID|policycenter.dbo.pctl_ca7specialtypessupplement|pctl_ca7specialtypessupplement_TypeCode_CA7SpecialTypesSupplType2_Ext / pctl_ca7specialtypessupplement_Name_CA7SpecialTypesSupplType2_Ext / pctl_ca7specialtypessupplement_Description_CA7SpecialTypesSupplType2_Ext|TypeCode / Name / Description
policycenter.dbo.pcx_ulca7details|CA7SpecialTypesType1_Ext|ID|policycenter.dbo.pctl_CA7SpecialTypesType1|pctl_CA7SpecialTypesType1_TypeCode_CA7SpecialTypesType1_Ext / pctl_CA7SpecialTypesType1_Name_CA7SpecialTypesType1_Ext / pctl_CA7SpecialTypesType1_Description_CA7SpecialTypesType1_Ext|TypeCode / Name / Description
policycenter.dbo.pcx_ulca7details|CA7Truck_BusinessUseClass_Ext|ID|policycenter.dbo.pctl_CA7BusinessUseClass|pctl_CA7BusinessUseClass_TypeCode_CA7Truck_BusinessUseClass_Ext / pctl_CA7BusinessUseClass_Name_CA7Truck_BusinessUseClass_Ext / pctl_CA7BusinessUseClass_Description_CA7Truck_BusinessUseClass_Ext|TypeCode / Name / Description
policycenter.dbo.pcx_ulca7details|CA7Truck_RadiusClass_Ext|ID|policycenter.dbo.pctl_CA7TruckRadiusClass|pctl_CA7TruckRadiusClass_TypeCode_CA7Truck_RadiusClass_Ext / pctl_CA7TruckRadiusClass_Name_CA7Truck_RadiusClass_Ext / pctl_CA7TruckRadiusClass_Description_CA7Truck_RadiusClass_Ext|TypeCode / Name / Description
policycenter.dbo.pcx_ulca7details|CA7Truck_Size_Ext|ID|policycenter.dbo.pctl_CA7SizeClass|pctl_CA7SizeClass_TypeCode_CA7Truck_Size_Ext / pctl_CA7SizeClass_Name_CA7Truck_Size_Ext / pctl_CA7SizeClass_Description_CA7Truck_Size_Ext|TypeCode / Name / Description
policycenter.dbo.pcx_ulca7details|CA7TruckFleet_Ext|ID|policycenter.dbo.pctl_CA7TruckFleet|pctl_CA7TruckFleet_TypeCode_CA7TruckFleet_Ext / pctl_CA7TruckFleet_Name_CA7TruckFleet_Ext / pctl_CA7TruckFleet_Description_CA7TruckFleet_Ext|TypeCode / Name / Description
policycenter.dbo.pcx_ulca7details|CA7TruckSecondaryClass_Ext|ID|policycenter.dbo.pctl_ca7trucksecondaryclassifi|pctl_ca7trucksecondaryclassifi_TypeCode_CA7TruckSecondaryClass_Ext / pctl_ca7trucksecondaryclassifi_Name_CA7TruckSecondaryClass_Ext / pctl_ca7trucksecondaryclassifi_Description_CA7TruckSecondaryClass_Ext|TypeCode / Name / Description
policycenter.dbo.pcx_ulca7details|ChangeType|ID|policycenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description
policycenter.dbo.pcx_ulca7details|VehicleType|ID|policycenter.dbo.pctl_CA7VehicleType|pctl_CA7VehicleType_TypeCode_VehicleType / pctl_CA7VehicleType_Name_VehicleType / pctl_CA7VehicleType_Description_VehicleType|TypeCode / Name / Description
policycenter.dbo.pcx_ulcov_pue|ChangeType|ID|policycenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description
policycenter.dbo.pcx_ulcov_pue|Currency|ID|policycenter.dbo.pctl_Currency|pctl_Currency_TypeCode / pctl_Currency_Name / pctl_Currency_Description|TypeCode / Name / Description
policycenter.dbo.pcx_ulcov_pue|Subtype|ID|policycenter.dbo.pctl_ULCov_PUE|pctl_ULCov_PUE_TypeCode / pctl_ULCov_PUE_Name / pctl_ULCov_PUE_Description|TypeCode / Name / Description
policycenter.dbo.pcx_ulcuautodriver_ext|ChangeType|ID|policycenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description
policycenter.dbo.pcx_ulcuautodriver_ext|DriverStatus|ID|policycenter.dbo.pctl_CA7DriverStatus_Ext|pctl_CA7DriverStatus_Ext_TypeCode / pctl_CA7DriverStatus_Ext_Name / pctl_CA7DriverStatus_Ext_Description|TypeCode / Name / Description
policycenter.dbo.pcx_ulcuautodriver_ext|Gender|ID|policycenter.dbo.pctl_GenderType|pctl_GenderType_TypeCode / pctl_GenderType_Name / pctl_GenderType_Description|TypeCode / Name / Description
policycenter.dbo.pcx_ulcuautodriver_ext|LicenseState|ID|policycenter.dbo.pctl_State|pctl_State_TypeCode / pctl_State_Name / pctl_State_Description|TypeCode / Name / Description
policycenter.dbo.pcx_ulcuautodriver_ext|MaritalStatus|ID|policycenter.dbo.pctl_MaritalStatus|pctl_MaritalStatus_TypeCode / pctl_MaritalStatus_Name / pctl_MaritalStatus_Description|TypeCode / Name / Description
policycenter.dbo.pcx_ulcuautodriver_ext|MVROrderStatus|ID|policycenter.dbo.pctl_MVRStatus|pctl_MVRStatus_TypeCode / pctl_MVRStatus_Name / pctl_MVRStatus_Description|TypeCode / Name / Description
policycenter.dbo.pcx_ulcuautodriver_ext|YearsExperience|ID|policycenter.dbo.pctl_DriverExperience|pctl_DriverExperience_TypeCode / pctl_DriverExperience_Name / pctl_DriverExperience_Description|TypeCode / Name / Description
policycenter.dbo.pcx_ulcucovtermpremium_ext|ChangeType|ID|policycenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description
policycenter.dbo.pcx_ulcupolicy_ext|Carrier|ID|policycenter.dbo.pctl_ULCarrier_PUE|pctl_ULCarrier_PUE_TypeCode / pctl_ULCarrier_PUE_Name / pctl_ULCarrier_PUE_Description|TypeCode / Name / Description
policycenter.dbo.pcx_ulcupolicy_ext|ChangeType|ID|policycenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description
policycenter.dbo.pcx_ulcupolicy_ext|PreferredCoverageCurrency|ID|policycenter.dbo.pctl_Currency|pctl_Currency_TypeCode / pctl_Currency_Name / pctl_Currency_Description|TypeCode / Name / Description
policycenter.dbo.pcx_ulcupolicy_ext|ULPolicyType|ID|policycenter.dbo.pctl_CUPolicyType_Ext|pctl_CUPolicyType_Ext_TypeCode / pctl_CUPolicyType_Ext_Name / pctl_CUPolicyType_Ext_Description|TypeCode / Name / Description
policycenter.dbo.pcx_ulcupolicy_extcond|ChangeType|ID|policycenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description
policycenter.dbo.pcx_ulcupolicy_extcond|Currency|ID|policycenter.dbo.pctl_Currency|pctl_Currency_TypeCode / pctl_Currency_Name / pctl_Currency_Description|TypeCode / Name / Description
policycenter.dbo.pcx_ulcupolicy_extcond|Subtype|ID|policycenter.dbo.pctl_ULCUPolicy_ExtCond|pctl_ULCUPolicy_ExtCond_TypeCode / pctl_ULCUPolicy_ExtCond_Name / pctl_ULCUPolicy_ExtCond_Description|TypeCode / Name / Description
policycenter.dbo.pcx_ulcupolicy_extcov|ChangeType|ID|policycenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description
policycenter.dbo.pcx_ulcupolicy_extcov|Currency|ID|policycenter.dbo.pctl_Currency|pctl_Currency_TypeCode / pctl_Currency_Name / pctl_Currency_Description|TypeCode / Name / Description
policycenter.dbo.pcx_ulcupolicy_extcov|Subtype|ID|policycenter.dbo.pctl_ULCUPolicy_ExtCov|pctl_ULCUPolicy_ExtCov_TypeCode / pctl_ULCUPolicy_ExtCov_Name / pctl_ULCUPolicy_ExtCov_Description|TypeCode / Name / Description
policycenter.dbo.pcx_ulcupolicy_extexcl|ChangeType|ID|policycenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description
policycenter.dbo.pcx_ulcupolicy_extexcl|Currency|ID|policycenter.dbo.pctl_Currency|pctl_Currency_TypeCode / pctl_Currency_Name / pctl_Currency_Description|TypeCode / Name / Description
policycenter.dbo.pcx_ulcupolicy_extexcl|Subtype|ID|policycenter.dbo.pctl_ULCUPolicy_ExtExcl|pctl_ULCUPolicy_ExtExcl_TypeCode / pctl_ULCUPolicy_ExtExcl_Name / pctl_ULCUPolicy_ExtExcl_Description|TypeCode / Name / Description
policycenter.dbo.pcx_ulcupolicy_extmod|ChangeType|ID|policycenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description
policycenter.dbo.pcx_ulcupolicy_extmod|State|ID|policycenter.dbo.pctl_Jurisdiction|pctl_Jurisdiction_TypeCode / pctl_Jurisdiction_Name / pctl_Jurisdiction_Description|TypeCode / Name / Description
policycenter.dbo.pcx_ulcupolicy_extmod|Subtype|ID|policycenter.dbo.pctl_ULCUPolicy_ExtMod|pctl_ULCUPolicy_ExtMod_TypeCode / pctl_ULCUPolicy_ExtMod_Name / pctl_ULCUPolicy_ExtMod_Description|TypeCode / Name / Description
policycenter.dbo.pcx_ulcupolicy_extrf|ChangeType|ID|policycenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description
policycenter.dbo.pcx_ulcupolicy_extschconditem|ChangeType|ID|policycenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description
policycenter.dbo.pcx_ulcupolicy_extschconditem|PreferredCoverageCurrency|ID|policycenter.dbo.pctl_Currency|pctl_Currency_TypeCode / pctl_Currency_Name / pctl_Currency_Description|TypeCode / Name / Description
policycenter.dbo.pcx_ulcupolicy_extschcovitem|ChangeType|ID|policycenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description
policycenter.dbo.pcx_ulcupolicy_extschcovitem|PreferredCoverageCurrency|ID|policycenter.dbo.pctl_Currency|pctl_Currency_TypeCode / pctl_Currency_Name / pctl_Currency_Description|TypeCode / Name / Description
policycenter.dbo.pcx_ulpolicy_pue|Carrier|ID|policycenter.dbo.pctl_ULCarrier_PUE|pctl_ULCarrier_PUE_TypeCode / pctl_ULCarrier_PUE_Name / pctl_ULCarrier_PUE_Description|TypeCode / Name / Description
policycenter.dbo.pcx_ulpolicy_pue|ChangeType|ID|policycenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description
policycenter.dbo.pcx_ulpolicy_pue|PolicyType|ID|policycenter.dbo.pctl_PUPULPolicyType_PUE|pctl_PUPULPolicyType_PUE_TypeCode / pctl_PUPULPolicyType_PUE_Name / pctl_PUPULPolicyType_PUE_Description|TypeCode / Name / Description
policycenter.dbo.pcx_ulpolicy_pue|PreferredCoverageCurrency|ID|policycenter.dbo.pctl_Currency|pctl_Currency_TypeCode / pctl_Currency_Name / pctl_Currency_Description|TypeCode / Name / Description
policycenter.dbo.pcx_ulpolicy_pue|Subtype|ID|policycenter.dbo.pctl_ULPolicy_PUE|pctl_ULPolicy_PUE_TypeCode / pctl_ULPolicy_PUE_Name / pctl_ULPolicy_PUE_Description|TypeCode / Name / Description
policycenter.dbo.pcx_umuimstacking_ex|Outcome|ID|policycenter.dbo.pctl_UMUImStackingOutcome_Ext|pctl_UMUImStackingOutcome_Ext_TypeCode_Outcome / pctl_UMUImStackingOutcome_Ext_Name_Outcome / pctl_UMUImStackingOutcome_Ext_Description_Outcome|TypeCode / Name / Description
policycenter.dbo.pcx_umuimstacking_ex|Subtype|ID|policycenter.dbo.pctl_UMUIMStacking_Ext|pctl_UMUIMStacking_Ext_TypeCode_Subtype / pctl_UMUIMStacking_Ext_Name_Subtype / pctl_UMUIMStacking_Ext_Description_Subtype|TypeCode / Name / Description
policycenter.dbo.pcx_umuimstacking_ex|UMUIMVehCount|ID|policycenter.dbo.pctl_UMUIMVehCountRg_Ext|pctl_UMUIMVehCountRg_Ext_TypeCode_UMUIMVehCount / pctl_UMUIMVehCountRg_Ext_Name_UMUIMVehCount / pctl_UMUIMVehCountRg_Ext_Description_UMUIMVehCount|TypeCode / Name / Description
policycenter.dbo.pc_upgradedbstorageset|UpgradeDBStorageSetType|ID|policycenter.dbo.pctl_UpgradeDBStorageSetType|pctl_UpgradeDBStorageSetType_TypeCode_UpgradeDBStorageSetType / pctl_UpgradeDBStorageSetType_Name_UpgradeDBStorageSetType / pctl_UpgradeDBStorageSetType_Description_UpgradeDBStorageSetType|TypeCode / Name / Description
policycenter.dbo.pc_user|DefaultCountry|ID|policycenter.dbo.pctl_Country|pctl_Country_TypeCode / pctl_Country_Name / pctl_Country_Description|TypeCode / Name / Description
policycenter.dbo.pc_user|DefaultPhoneCountry|ID|policycenter.dbo.pctl_PhoneCountryCode|pctl_PhoneCountryCode_TypeCode / pctl_PhoneCountryCode_Name / pctl_PhoneCountryCode_Description|TypeCode / Name / Description
policycenter.dbo.pc_user|ExperienceLevel|ID|policycenter.dbo.pctl_UserExperienceType|pctl_UserExperienceType_TypeCode / pctl_UserExperienceType_Name / pctl_UserExperienceType_Description|TypeCode / Name / Description
policycenter.dbo.pc_user|Language|ID|policycenter.dbo.pctl_LanguageType|pctl_LanguageType_TypeCode / pctl_LanguageType_Name / pctl_LanguageType_Description|TypeCode / Name / Description
policycenter.dbo.pc_user|Locale|ID|policycenter.dbo.pctl_LocaleType|pctl_LocaleType_TypeCode / pctl_LocaleType_Name / pctl_LocaleType_Description|TypeCode / Name / Description
policycenter.dbo.pc_user|SystemUserType|ID|policycenter.dbo.pctl_SystemUserType|pctl_SystemUserType_TypeCode / pctl_SystemUserType_Name / pctl_SystemUserType_Description|TypeCode / Name / Description
policycenter.dbo.pc_user|TimeZone|ID|policycenter.dbo.pctl_TimeZoneType|pctl_TimeZoneType_TypeCode / pctl_TimeZoneType_Name / pctl_TimeZoneType_Description|TypeCode / Name / Description
policycenter.dbo.pc_user|UserType|ID|policycenter.dbo.pctl_UserType|pctl_UserType_TypeCode / pctl_UserType_Name / pctl_UserType_Description|TypeCode / Name / Description
policycenter.dbo.pc_user|VacationStatus|ID|policycenter.dbo.pctl_VacationStatusType|pctl_VacationStatusType_TypeCode / pctl_VacationStatusType_Name / pctl_VacationStatusType_Description|TypeCode / Name / Description
policycenter.dbo.pc_user|ValidationLevel|ID|policycenter.dbo.pctl_ValidationLevel|pctl_ValidationLevel_TypeCode /  pctl_ValidationLevel_Name /  pctl_ValidationLevel_Description|TypeCode / Name / Description
policycenter.dbo.pc_usergroupstats|RecordType|ID|policycenter.dbo.pctl_TeamStatsRecordType|pctl_TeamStatsRecordType_TypeCode_RecordType / pctl_TeamStatsRecordType_Name_RecordType / pctl_TeamStatsRecordType_Description_RecordType|TypeCode / Name / Description
policycenter.dbo.pc_usersettings|StartupPage|ID|policycenter.dbo.pctl_StartupPage|pctl_StartupPage_TypeCode / pctl_StartupPage_Name / pctl_StartupPage_Description|TypeCode / Name / Description
policycenter.dbo.pc_authprof_ds_l10n|Language|ID|policycenter.dbo.pctl_LanguageType|pctl_LanguageType_TypeCode_Language / pctl_LanguageType_Name_Language / pctl_LanguageType_Description_Language|TypeCode / Name / Description
policycenter.dbo.pc_authprof_nm_l10n|Language|ID|policycenter.dbo.pctl_LanguageType|pctl_LanguageType_TypeCode_Language / pctl_LanguageType_Name_Language / pctl_LanguageType_Description_Language|TypeCode / Name / Description
policycenter.dbo.pc_uwcompany|Code|ID|policycenter.dbo.pctl_UWCompanyCode|pctl_UWCompanyCode_TypeCode / pctl_UWCompanyCode_Name / pctl_UWCompanyCode_Description|TypeCode / Name / Description
policycenter.dbo.pc_uwcompany|State|ID|policycenter.dbo.pctl_Jurisdiction|pctl_Jurisdiction_TypeCode / pctl_Jurisdiction_Name / pctl_Jurisdiction_Description|TypeCode / Name / Description
policycenter.dbo.pc_uwcompany|Status|ID|policycenter.dbo.pctl_UWCompanyStatus|pctl_UWCompanyStatus_TypeCode / pctl_UWCompanyStatus_Name / pctl_UWCompanyStatus_Description|TypeCode / Name / Description
policycenter.dbo.pc_uwissue|ApprovalBlockingPoint|ID|policycenter.dbo.pctl_UWIssueBlockingPoint|pctl_UWIssueBlockingPoint_TypeCode / pctl_UWIssueBlockingPoint_Name / pctl_UWIssueBlockingPoint_Description|TypeCode / Name / Description
policycenter.dbo.pc_uwissue|ApprovalDurationType|ID|policycenter.dbo.pctl_UWApprovalDurationType|pctl_UWApprovalDurationType_TypeCode / pctl_UWApprovalDurationType_Name / pctl_UWApprovalDurationType_Description|TypeCode / Name / Description
policycenter.dbo.pc_uwissue|ChangeType|ID|policycenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description
policycenter.dbo.pc_uwissuehistory|ApprovalDurationType|ID|policycenter.dbo.pctl_UWApprovalDurationType|pctl_UWApprovalDurationType_TypeCode / pctl_UWApprovalDurationType_Name / pctl_UWApprovalDurationType_Description|TypeCode / Name / Description
policycenter.dbo.pc_uwissuehistory|BlockingPoint|ID|policycenter.dbo.pctl_UWIssueBlockingPoint|pctl_UWIssueBlockingPoint_TypeCode / pctl_UWIssueBlockingPoint_Name / pctl_UWIssueBlockingPoint_Description|TypeCode / Name / Description
policycenter.dbo.pc_uwissuehistory|Status|ID|policycenter.dbo.pctl_UWIssueHistoryStatus|pctl_UWIssueHistoryStatus_TypeCode / pctl_UWIssueHistoryStatus_Name / pctl_UWIssueHistoryStatus_Description|TypeCode / Name / Description
policycenter.dbo.pc_uwissuetype|BlockingPoint|ID|policycenter.dbo.pctl_UWIssueBlockingPoint|pctl_UWIssueBlockingPoint_TypeCode1 / pctl_UWIssueBlockingPoint_Name1 / pctl_UWIssueBlockingPoint_Description1|TypeCode / Name / Description
policycenter.dbo.pc_uwissuetype|CheckingSet|ID|policycenter.dbo.pctl_UWIssueCheckingSet|pctl_UWIssueCheckingSet_TypeCode / pctl_UWIssueCheckingSet_Name / pctl_UWIssueCheckingSet_Description|TypeCode / Name / Description
policycenter.dbo.pc_uwissuetype|Comparator|ID|policycenter.dbo.pctl_ValueComparator|pctl_ValueComparator_TypeCode / pctl_ValueComparator_Name / pctl_ValueComparator_Description|TypeCode / Name / Description
policycenter.dbo.pc_uwissuetype|DefaultApprovalBlockingPoint|ID|policycenter.dbo.pctl_UWIssueBlockingPoint|pctl_UWIssueBlockingPoint_TypeCode2 / pctl_UWIssueBlockingPoint_Name2 / pctl_UWIssueBlockingPoint_Description2|TypeCode / Name / Description
