DB/Table|Source Column|Ref Table Column|Typelist (per Dictionary)|Final Harmonized Column Names (3)|Attributes from Lookup Table||Table|Source Column|Ref Table Column|Typelist (per Dictionary)|Harmonized Column Names|Attributes from Lookup Table
BillingCenter.dbo.bc_producercontext|Subtype|ID|BillingCenter.dbo.bctl_ProducerContext|bctl_ProducerContext_TypeCode_Subtype / bctl_ProducerContext_Name_Subtype / bctl_ProducerContext_Description_Subtype|TypeCode / Name / Description||BillingCenter.dbo.bc_producercontext|Subtype|ID|BillingCenter.dbo.bctl_ProducerContext|bctl_ProducerContext_TypeCode_Subtype / bctl_ProducerContext_Name_Subtype / bctl_ProducerContext_Description_Subtype|TypeCode / Name / Description
BillingCenter.dbo.bc_producerpayabletransfer|Amount_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_Amount_cur / bctl_Currency_Name_Amount_cur / bctl_Currency_Description_Amount_cur|TypeCode / Name / Description||BillingCenter.dbo.bc_producerpayabletransfer|Amount_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_Amount_cur / bctl_Currency_Name_Amount_cur / bctl_Currency_Description_Amount_cur|TypeCode / Name / Description
BillingCenter.dbo.bc_producerpayabletransfer|ApprovalStatus|ID|BillingCenter.dbo.bctl_ApprovalStatus|bctl_ApprovalStatus_TypeCode_ApprovalStatus / bctl_ApprovalStatus_Name_ApprovalStatus / bctl_ApprovalStatus_Description_ApprovalStatus|TypeCode / Name / Description||BillingCenter.dbo.bc_producerpayabletransfer|ApprovalStatus|ID|BillingCenter.dbo.bctl_ApprovalStatus|bctl_ApprovalStatus_TypeCode_ApprovalStatus / bctl_ApprovalStatus_Name_ApprovalStatus / bctl_ApprovalStatus_Description_ApprovalStatus|TypeCode / Name / Description
BillingCenter.dbo.bc_producerpayabletransfer|Currency|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_Currency / bctl_Currency_Name_Currency / bctl_Currency_Description_Currency|TypeCode / Name / Description||BillingCenter.dbo.bc_producerpayabletransfer|Currency|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_Currency / bctl_Currency_Name_Currency / bctl_Currency_Description_Currency|TypeCode / Name / Description
BillingCenter.dbo.bc_ProducerPayment|Currency|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_Currency / bctl_Currency_Name_Currency / bctl_Currency_Description_Currency|TypeCode / Name / Description||BillingCenter.dbo.bc_ProducerPayment|Currency|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_Currency / bctl_Currency_Name_Currency / bctl_Currency_Description_Currency|TypeCode / Name / Description
BillingCenter.dbo.bc_ProducerPayment|ReversalReason|ID|BillingCenter.dbo.bctl_PaymentReversalReason|bctl_PaymentReversalReason_TypeCode_ReversalReason / bctl_PaymentReversalReason_Name_ReversalReason / bctl_PaymentReversalReason_Description_ReversalReason|TypeCode / Name / Description||BillingCenter.dbo.bc_ProducerPayment|ReversalReason|ID|BillingCenter.dbo.bctl_PaymentReversalReason|bctl_PaymentReversalReason_TypeCode_ReversalReason / bctl_PaymentReversalReason_Name_ReversalReason / bctl_PaymentReversalReason_Description_ReversalReason|TypeCode / Name / Description
BillingCenter.dbo.bc_ProducerPayment|Status|ID|BillingCenter.dbo.bctl_ProducerPaymentStatus|bctl_ProducerPaymentStatus_TypeCode_Status / bctl_ProducerPaymentStatus_Name_Status / bctl_ProducerPaymentStatus_Description_Status|TypeCode / Name / Description||BillingCenter.dbo.bc_ProducerPayment|Status|ID|BillingCenter.dbo.bctl_ProducerPaymentStatus|bctl_ProducerPaymentStatus_TypeCode_Status / bctl_ProducerPaymentStatus_Name_Status / bctl_ProducerPaymentStatus_Description_Status|TypeCode / Name / Description
BillingCenter.dbo.bc_ProducerPayment|Subtype|ID|BillingCenter.dbo.bctl_ProducerPayment|bctl_ProducerPayment_TypeCode_Subtype / bctl_ProducerPayment_Name_Subtype / bctl_ProducerPayment_Description_Subtype|TypeCode / Name / Description||BillingCenter.dbo.bc_ProducerPayment|Subtype|ID|BillingCenter.dbo.bctl_ProducerPayment|bctl_ProducerPayment_TypeCode_Subtype / bctl_ProducerPayment_Name_Subtype / bctl_ProducerPayment_Description_Subtype|TypeCode / Name / Description
BillingCenter.dbo.bc_producerpaymentrecurrable|Periodicity|ID|BillingCenter.dbo.bctl_Periodicity|bctl_Periodicity_TypeCode_Periodicity / bctl_Periodicity_Name_Periodicity / bctl_Periodicity_Description_Periodicity|TypeCode / Name / Description||BillingCenter.dbo.bc_producerpaymentrecurrable|Periodicity|ID|BillingCenter.dbo.bctl_Periodicity|bctl_Periodicity_TypeCode_Periodicity / bctl_Periodicity_Name_Periodicity / bctl_Periodicity_Description_Periodicity|TypeCode / Name / Description
BillingCenter.dbo.bc_producerpaymentworkitem|Status|ID|BillingCenter.dbo.bctl_WorkItemStatusType|bctl_WorkItemStatusType_TypeCode_Status / bctl_WorkItemStatusType_Name_Status / bctl_WorkItemStatusType_Description_Status|TypeCode / Name / Description||BillingCenter.dbo.bc_producerpaymentworkitem|Status|ID|BillingCenter.dbo.bctl_WorkItemStatusType|bctl_WorkItemStatusType_TypeCode_Status / bctl_WorkItemStatusType_Name_Status / bctl_WorkItemStatusType_Description_Status|TypeCode / Name / Description
BillingCenter.dbo.bc_producerpaymentworkitem|Subtype|ID|BillingCenter.dbo.bctl_ProducerPaymentWorkItem|bctl_ProducerPaymentWorkItem_TypeCode_Subtype / bctl_ProducerPaymentWorkItem_Name_Subtype / bctl_ProducerPaymentWorkItem_Description_Subtype|TypeCode / Name / Description||BillingCenter.dbo.bc_producerpaymentworkitem|Subtype|ID|BillingCenter.dbo.bctl_ProducerPaymentWorkItem|bctl_ProducerPaymentWorkItem_TypeCode_Subtype / bctl_ProducerPaymentWorkItem_Name_Subtype / bctl_ProducerPaymentWorkItem_Description_Subtype|TypeCode / Name / Description
BillingCenter.dbo.bc_producerstatement|Currency|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_Currency / bctl_Currency_Name_Currency / bctl_Currency_Description_Currency|TypeCode / Name / Description||BillingCenter.dbo.bc_producerstatement|Currency|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_Currency / bctl_Currency_Name_Currency / bctl_Currency_Description_Currency|TypeCode / Name / Description
BillingCenter.dbo.bc_producerstatement|PreviousBalance_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_PreviousBalance_cur / bctl_Currency_Name_PreviousBalance_cur / bctl_Currency_Description_PreviousBalance_cur|TypeCode / Name / Description||BillingCenter.dbo.bc_producerstatement|PreviousBalance_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_PreviousBalance_cur / bctl_Currency_Name_PreviousBalance_cur / bctl_Currency_Description_PreviousBalance_cur|TypeCode / Name / Description
BillingCenter.dbo.bc_producerstatement|Type|ID|BillingCenter.dbo.bctl_ProducerStatementType|bctl_ProducerStatementType_TypeCode_Type / bctl_ProducerStatementType_Name_Type / bctl_ProducerStatementType_Description_Type|TypeCode / Name / Description||BillingCenter.dbo.bc_producerstatement|Type|ID|BillingCenter.dbo.bctl_ProducerStatementType|bctl_ProducerStatementType_TypeCode_Type / bctl_ProducerStatementType_Name_Type / bctl_ProducerStatementType_Description_Type|TypeCode / Name / Description
BillingCenter.dbo.bc_profilerconfig|Subtype|ID|BillingCenter.dbo.bctl_ProfilerConfig|bctl_ProfilerConfig_TypeCode_Subtype / bctl_ProfilerConfig_Name_Subtype / bctl_ProfilerConfig_Description_Subtype|TypeCode / Name / Description||BillingCenter.dbo.bc_profilerconfig|Subtype|ID|BillingCenter.dbo.bctl_ProfilerConfig|bctl_ProfilerConfig_TypeCode_Subtype / bctl_ProfilerConfig_Name_Subtype / bctl_ProfilerConfig_Description_Subtype|TypeCode / Name / Description
BillingCenter.dbo.bc_region_name_l10n|Language|ID|BillingCenter.dbo.bctl_LanguageType|bctl_LanguageType_TypeCode_Language / bctl_LanguageType_Name_Language / bctl_LanguageType_Description_Language|TypeCode / Name / Description||BillingCenter.dbo.bc_region_name_l10n|Language|ID|BillingCenter.dbo.bctl_LanguageType|bctl_LanguageType_TypeCode_Language / bctl_LanguageType_Name_Language / bctl_LanguageType_Description_Language|TypeCode / Name / Description
BillingCenter.dbo.bc_region_zone|Country|ID|BillingCenter.dbo.bctl_Country|bctl_Country_TypeCode_Country / bctl_Country_Name_Country / bctl_Country_Description_Country|TypeCode / Name / Description||BillingCenter.dbo.bc_region_zone|Country|ID|BillingCenter.dbo.bctl_Country|bctl_Country_TypeCode_Country / bctl_Country_Name_Country / bctl_Country_Description_Country|TypeCode / Name / Description
BillingCenter.dbo.bc_region_zone|ZoneType|ID|BillingCenter.dbo.bctl_ZoneType|bctl_ZoneType_TypeCode_ZoneType / bctl_ZoneType_Name_ZoneType / bctl_ZoneType_Description_ZoneType|TypeCode / Name / Description||BillingCenter.dbo.bc_region_zone|ZoneType|ID|BillingCenter.dbo.bctl_ZoneType|bctl_ZoneType_TypeCode_ZoneType / bctl_ZoneType_Name_ZoneType / bctl_ZoneType_Description_ZoneType|TypeCode / Name / Description
BillingCenter.dbo.bc_releasechgholdworkitem|Status|ID|BillingCenter.dbo.bctl_WorkItemStatusType|bctl_WorkItemStatusType_TypeCode_Status / bctl_WorkItemStatusType_Name_Status / bctl_WorkItemStatusType_Description_Status|TypeCode / Name / Description||BillingCenter.dbo.bc_releasechgholdworkitem|Status|ID|BillingCenter.dbo.bctl_WorkItemStatusType|bctl_WorkItemStatusType_TypeCode_Status / bctl_WorkItemStatusType_Name_Status / bctl_WorkItemStatusType_Description_Status|TypeCode / Name / Description
BillingCenter.dbo.bc_releasechgholdworkitem|Subtype|ID|BillingCenter.dbo.bctl_ReleaseChgHoldWorkItem|bctl_ReleaseChgHoldWorkItem_TypeCode_Subtype / bctl_ReleaseChgHoldWorkItem_Name_Subtype / bctl_ReleaseChgHoldWorkItem_Description_Subtype|TypeCode / Name / Description||BillingCenter.dbo.bc_releasechgholdworkitem|Subtype|ID|BillingCenter.dbo.bctl_ReleaseChgHoldWorkItem|bctl_ReleaseChgHoldWorkItem_TypeCode_Subtype / bctl_ReleaseChgHoldWorkItem_Name_Subtype / bctl_ReleaseChgHoldWorkItem_Description_Subtype|TypeCode / Name / Description
BillingCenter.dbo.bc_releaseholdsworkitem|Status|ID|BillingCenter.dbo.bctl_WorkItemStatusType|bctl_WorkItemStatusType_TypeCode_Status / bctl_WorkItemStatusType_Name_Status / bctl_WorkItemStatusType_Description_Status|TypeCode / Name / Description||BillingCenter.dbo.bc_releaseholdsworkitem|Status|ID|BillingCenter.dbo.bctl_WorkItemStatusType|bctl_WorkItemStatusType_TypeCode_Status / bctl_WorkItemStatusType_Name_Status / bctl_WorkItemStatusType_Description_Status|TypeCode / Name / Description
BillingCenter.dbo.bc_releaseholdsworkitem|Subtype|ID|BillingCenter.dbo.bctl_ReleaseHoldsWorkItem|bctl_ReleaseHoldsWorkItem_TypeCode_Subtype / bctl_ReleaseHoldsWorkItem_Name_Subtype / bctl_ReleaseHoldsWorkItem_Description_Subtype|TypeCode / Name / Description||BillingCenter.dbo.bc_releaseholdsworkitem|Subtype|ID|BillingCenter.dbo.bctl_ReleaseHoldsWorkItem|bctl_ReleaseHoldsWorkItem_TypeCode_Subtype / bctl_ReleaseHoldsWorkItem_Name_Subtype / bctl_ReleaseHoldsWorkItem_Description_Subtype|TypeCode / Name / Description
BillingCenter.dbo.bc_reportinggroup|Jurisdiction|ID|BillingCenter.dbo.bctl_Jurisdiction|bctl_Jurisdiction_TypeCode_Jurisdiction / bctl_Jurisdiction_Name_Jurisdiction / bctl_Jurisdiction_Description_Jurisdiction|TypeCode / Name / Description||BillingCenter.dbo.bc_reportinggroup|Jurisdiction|ID|BillingCenter.dbo.bctl_Jurisdiction|bctl_Jurisdiction_TypeCode_Jurisdiction / bctl_Jurisdiction_Name_Jurisdiction / bctl_Jurisdiction_Description_Jurisdiction|TypeCode / Name / Description
BillingCenter.dbo.bc_reportinggroup|Product|ID|BillingCenter.dbo.bctl_LOBCode|bctl_LOBCode_TypeCode_Product / bctl_LOBCode_Name_Product / bctl_LOBCode_Description_Product|TypeCode / Name / Description||BillingCenter.dbo.bc_reportinggroup|Product|ID|BillingCenter.dbo.bctl_LOBCode|bctl_LOBCode_TypeCode_Product / bctl_LOBCode_Name_Product / bctl_LOBCode_Description_Product|TypeCode / Name / Description
BillingCenter.dbo.bc_reportinggroup|UWCompany|ID|BillingCenter.dbo.bctl_UWCompany|bctl_UWCompany_TypeCode_UWCompany / bctl_UWCompany_Name_UWCompany / bctl_UWCompany_Description_UWCompany|TypeCode / Name / Description||BillingCenter.dbo.bc_reportinggroup|UWCompany|ID|BillingCenter.dbo.bctl_UWCompany|bctl_UWCompany_TypeCode_UWCompany / bctl_UWCompany_Name_UWCompany / bctl_UWCompany_Description_UWCompany|TypeCode / Name / Description
BillingCenter.dbo.bc_retpremhandlingscheme|AllocateMethod|ID|BillingCenter.dbo.bctl_retpremallocatemethod|bctl_retpremallocatemethod_TypeCode_AllocateMethod / bctl_retpremallocatemethod_Name_AllocateMethod / bctl_retpremallocatemethod_Description_AllocateMethod|TypeCode / Name / Description||BillingCenter.dbo.bc_retpremhandlingscheme|AllocateMethod|ID|BillingCenter.dbo.bctl_retpremallocatemethod|bctl_retpremallocatemethod_TypeCode_AllocateMethod / bctl_retpremallocatemethod_Name_AllocateMethod / bctl_retpremallocatemethod_Description_AllocateMethod|TypeCode / Name / Description
BillingCenter.dbo.bc_retpremhandlingscheme|AllocateTiming|ID|BillingCenter.dbo.bctl_retpremallocatetiming|bctl_retpremallocatetiming_TypeCode_AllocateTiming / bctl_retpremallocatetiming_Name_AllocateTiming / bctl_retpremallocatetiming_Description_AllocateTiming|TypeCode / Name / Description||BillingCenter.dbo.bc_retpremhandlingscheme|AllocateTiming|ID|BillingCenter.dbo.bctl_retpremallocatetiming|bctl_retpremallocatetiming_TypeCode_AllocateTiming / bctl_retpremallocatetiming_Name_AllocateTiming / bctl_retpremallocatetiming_Description_AllocateTiming|TypeCode / Name / Description
BillingCenter.dbo.bc_retpremhandlingscheme|ExcessTreatment|ID|BillingCenter.dbo.bctl_retpremexcesstreatment|bctl_retpremexcesstreatment_TypeCode_ExcessTreatment / bctl_retpremexcesstreatment_Name_ExcessTreatment / bctl_retpremexcesstreatment_Description_ExcessTreatment|TypeCode / Name / Description||BillingCenter.dbo.bc_retpremhandlingscheme|ExcessTreatment|ID|BillingCenter.dbo.bctl_retpremexcesstreatment|bctl_retpremexcesstreatment_TypeCode_ExcessTreatment / bctl_retpremexcesstreatment_Name_ExcessTreatment / bctl_retpremexcesstreatment_Description_ExcessTreatment|TypeCode / Name / Description
BillingCenter.dbo.bc_retpremhandlingscheme|HandlingCondition|ID|BillingCenter.dbo.bctl_retpremhandlingcondition|bctl_retpremhandlingcondition_TypeCode_HandlingCondition / bctl_retpremhandlingcondition_Name_HandlingCondition / bctl_retpremhandlingcondition_Description_HandlingCondition|TypeCode / Name / Description||BillingCenter.dbo.bc_retpremhandlingscheme|HandlingCondition|ID|BillingCenter.dbo.bctl_retpremhandlingcondition|bctl_retpremhandlingcondition_TypeCode_HandlingCondition / bctl_retpremhandlingcondition_Name_HandlingCondition / bctl_retpremhandlingcondition_Description_HandlingCondition|TypeCode / Name / Description
BillingCenter.dbo.bc_retpremhandlingscheme|StartDateOption|ID|BillingCenter.dbo.bctl_retpremstartdateoption|bctl_retpremstartdateoption_TypeCode_StartDateOption / bctl_retpremstartdateoption_Name_StartDateOption / bctl_retpremstartdateoption_Description_StartDateOption|TypeCode / Name / Description||BillingCenter.dbo.bc_retpremhandlingscheme|StartDateOption|ID|BillingCenter.dbo.bctl_retpremstartdateoption|bctl_retpremstartdateoption_TypeCode_StartDateOption / bctl_retpremstartdateoption_Name_StartDateOption / bctl_retpremstartdateoption_Description_StartDateOption|TypeCode / Name / Description
BillingCenter.dbo.bc_role|RoleType|ID|BillingCenter.dbo.bctl_RoleType|bctl_RoleType_TypeCode_RoleType / bctl_RoleType_Name_RoleType / bctl_RoleType_Description_RoleType|TypeCode / Name / Description||BillingCenter.dbo.bc_role|RoleType|ID|BillingCenter.dbo.bctl_RoleType|bctl_RoleType_TypeCode_RoleType / bctl_RoleType_Name_RoleType / bctl_RoleType_Description_RoleType|TypeCode / Name / Description
BillingCenter.dbo.bc_role_desc_l10n|Language|ID|BillingCenter.dbo.bctl_LanguageType|bctl_LanguageType_TypeCode_Language / bctl_LanguageType_Name_Language / bctl_LanguageType_Description_Language|TypeCode / Name / Description||BillingCenter.dbo.bc_role_desc_l10n|Language|ID|BillingCenter.dbo.bctl_LanguageType|bctl_LanguageType_TypeCode_Language / bctl_LanguageType_Name_Language / bctl_LanguageType_Description_Language|TypeCode / Name / Description
BillingCenter.dbo.bc_role_name_l10n|Language|ID|BillingCenter.dbo.bctl_LanguageType|bctl_LanguageType_TypeCode_Language / bctl_LanguageType_Name_Language / bctl_LanguageType_Description_Language|TypeCode / Name / Description||BillingCenter.dbo.bc_role_name_l10n|Language|ID|BillingCenter.dbo.bctl_LanguageType|bctl_LanguageType_TypeCode_Language / bctl_LanguageType_Name_Language / bctl_LanguageType_Description_Language|TypeCode / Name / Description
BillingCenter.dbo.bc_scriptparameter|ParameterType|ID|BillingCenter.dbo.bctl_ScriptParameterType|bctl_ScriptParameterType_TypeCode_ParameterType / bctl_ScriptParameterType_Name_ParameterType / bctl_ScriptParameterType_Description_ParameterType|TypeCode / Name / Description||BillingCenter.dbo.bc_scriptparameter|ParameterType|ID|BillingCenter.dbo.bctl_ScriptParameterType|bctl_ScriptParameterType_TypeCode_ParameterType / bctl_ScriptParameterType_Name_ParameterType / bctl_ScriptParameterType_Description_ParameterType|TypeCode / Name / Description
BillingCenter.dbo.bc_seczone_dsc_l10n|Language|ID|BillingCenter.dbo.bctl_LanguageType|bctl_LanguageType_TypeCode_Language / bctl_LanguageType_Name_Language / bctl_LanguageType_Description_Language|TypeCode / Name / Description||BillingCenter.dbo.bc_seczone_dsc_l10n|Language|ID|BillingCenter.dbo.bctl_LanguageType|bctl_LanguageType_TypeCode_Language / bctl_LanguageType_Name_Language / bctl_LanguageType_Description_Language|TypeCode / Name / Description
BillingCenter.dbo.bc_seczone_nam_l10n|Language|ID|BillingCenter.dbo.bctl_LanguageType|bctl_LanguageType_TypeCode_Language / bctl_LanguageType_Name_Language / bctl_LanguageType_Description_Language|TypeCode / Name / Description||BillingCenter.dbo.bc_seczone_nam_l10n|Language|ID|BillingCenter.dbo.bctl_LanguageType|bctl_LanguageType_TypeCode_Language / bctl_LanguageType_Name_Language / bctl_LanguageType_Description_Language|TypeCode / Name / Description
BillingCenter.dbo.bc_snapshotinvoiceitem|Currency|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_Currency / bctl_Currency_Name_Currency / bctl_Currency_Description_Currency|TypeCode / Name / Description||BillingCenter.dbo.bc_snapshotinvoiceitem|Currency|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_Currency / bctl_Currency_Name_Currency / bctl_Currency_Description_Currency|TypeCode / Name / Description
BillingCenter.dbo.bc_snapshotinvoiceitem|PaidAmount_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_PaidAmount_cur / bctl_Currency_Name_PaidAmount_cur / bctl_Currency_Description_PaidAmount_cur|TypeCode / Name / Description||BillingCenter.dbo.bc_snapshotinvoiceitem|PaidAmount_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_PaidAmount_cur / bctl_Currency_Name_PaidAmount_cur / bctl_Currency_Description_PaidAmount_cur|TypeCode / Name / Description
BillingCenter.dbo.bc_snapshotinvoiceitem|PrimaryCmsnPayableAmount_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_PrimaryCmsnPayableAmount_cur / bctl_Currency_Name_PrimaryCmsnPayableAmount_cur / bctl_Currency_Description_PrimaryCmsnPayableAmount_cur|TypeCode / Name / Description||BillingCenter.dbo.bc_snapshotinvoiceitem|PrimaryCmsnPayableAmount_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_PrimaryCmsnPayableAmount_cur / bctl_Currency_Name_PrimaryCmsnPayableAmount_cur / bctl_Currency_Description_PrimaryCmsnPayableAmount_cur|TypeCode / Name / Description
BillingCenter.dbo.bc_snapshotinvoiceitem|PrimaryCommissionAmount_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_PrimaryCommissionAmount_cur / bctl_Currency_Name_PrimaryCommissionAmount_cur / bctl_Currency_Description_PrimaryCommissionAmount_cur|TypeCode / Name / Description||BillingCenter.dbo.bc_snapshotinvoiceitem|PrimaryCommissionAmount_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_PrimaryCommissionAmount_cur / bctl_Currency_Name_PrimaryCommissionAmount_cur / bctl_Currency_Description_PrimaryCommissionAmount_cur|TypeCode / Name / Description
BillingCenter.dbo.bc_snapshotinvoiceitem|PrimaryPaidCommission_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_PrimaryPaidCommission_cur / bctl_Currency_Name_PrimaryPaidCommission_cur / bctl_Currency_Description_PrimaryPaidCommission_cur|TypeCode / Name / Description||BillingCenter.dbo.bc_snapshotinvoiceitem|PrimaryPaidCommission_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_PrimaryPaidCommission_cur / bctl_Currency_Name_PrimaryPaidCommission_cur / bctl_Currency_Description_PrimaryPaidCommission_cur|TypeCode / Name / Description
BillingCenter.dbo.bc_snapshotinvoiceitem|PrimaryWrittenOffCmsn_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_PrimaryWrittenOffCommission_cur / bctl_Currency_Name_PrimaryWrittenOffCommission_cur / bctl_Currency_Description_PrimaryWrittenOffCommission_cur|TypeCode / Name / Description||BillingCenter.dbo.bc_snapshotinvoiceitem|primarywrittenoffcommission|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_PrimaryWrittenOffCommission_cur / bctl_Currency_Name_PrimaryWrittenOffCommission_cur / bctl_Currency_Description_PrimaryWrittenOffCommission_cur|TypeCode / Name / Description
BillingCenter.dbo.bc_snapshotinvoiceitem|PromisedAndPaidAmount_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_PromisedAndPaidAmount_cur / bctl_Currency_Name_PromisedAndPaidAmount_cur / bctl_Currency_Description_PromisedAndPaidAmount_cur|TypeCode / Name / Description||BillingCenter.dbo.bc_snapshotinvoiceitem|PromisedAndPaidAmount_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_PromisedAndPaidAmount_cur / bctl_Currency_Name_PromisedAndPaidAmount_cur / bctl_Currency_Description_PromisedAndPaidAmount_cur|TypeCode / Name / Description
BillingCenter.dbo.bc_snapshotinvoiceitem|PromisedCommission_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_PromisedCommission_cur / bctl_Currency_Name_PromisedCommission_cur / bctl_Currency_Description_PromisedCommission_cur|TypeCode / Name / Description||BillingCenter.dbo.bc_snapshotinvoiceitem|PromisedCommission_cur|ID|BillingCenter.dbo.bctl_Currency|bctl_Currency_TypeCode_PromisedCommission_cur / bctl_Currency_Name_PromisedCommission_cur / bctl_Currency_Description_PromisedCommission_cur|TypeCode / Name / Description
BillingCenter.dbo.bc_snapshotinvoiceitem|Status|ID|BillingCenter.dbo.bctl_InvoiceStatus|bctl_InvoiceStatus_TypeCode_Status / bctl_InvoiceStatus_Name_Status / bctl_InvoiceStatus_Description_Status|TypeCode / Name / Description||BillingCenter.dbo.bc_snapshotinvoiceitem|Status|ID|BillingCenter.dbo.bctl_InvoiceStatus|bctl_InvoiceStatus_TypeCode_Status / bctl_InvoiceStatus_Name_Status / bctl_InvoiceStatus_Description_Status|TypeCode / Name / Description
BillingCenter.dbo.bc_specsvcdesc_l10n|Language|ID|BillingCenter.dbo.bctl_LanguageType|bctl_LanguageType_TypeCode_Language / bctl_LanguageType_Name_Language / bctl_LanguageType_Description_Language|TypeCode / Name / Description||BillingCenter.dbo.bc_specsvcdesc_l10n|Language|ID|BillingCenter.dbo.bctl_LanguageType|bctl_LanguageType_TypeCode_Language / bctl_LanguageType_Name_Language / bctl_LanguageType_Description_Language|TypeCode / Name / Description
BillingCenter.dbo.bc_specsvcname_l10n|Language|ID|BillingCenter.dbo.bctl_LanguageType|bctl_LanguageType_TypeCode_Language / bctl_LanguageType_Name_Language / bctl_LanguageType_Description_Language|TypeCode / Name / Description||BillingCenter.dbo.bc_specsvcname_l10n|Language|ID|BillingCenter.dbo.bctl_LanguageType|bctl_LanguageType_TypeCode_Language / bctl_LanguageType_Name_Language / bctl_LanguageType_Description_Language|TypeCode / Name / Description
BillingCenter.dbo.bc_standardworkqueue|QueueType|ID|BillingCenter.dbo.bctl_BatchProcessType|bctl_BatchProcessType_TypeCode_QueueType / bctl_BatchProcessType_Name_QueueType / bctl_BatchProcessType_Description_QueueType|TypeCode / Name / Description||BillingCenter.dbo.bc_standardworkqueue|QueueType|ID|BillingCenter.dbo.bctl_BatchProcessType|bctl_BatchProcessType_TypeCode_QueueType / bctl_BatchProcessType_Name_QueueType / bctl_BatchProcessType_Description_QueueType|TypeCode / Name / Description
BillingCenter.dbo.bc_standardworkqueue|Status|ID|BillingCenter.dbo.bctl_WorkItemStatusType|bctl_WorkItemStatusType_TypeCode_Status / bctl_WorkItemStatusType_Name_Status / bctl_WorkItemStatusType_Description_Status|TypeCode / Name / Description||BillingCenter.dbo.bc_standardworkqueue|Status|ID|BillingCenter.dbo.bctl_WorkItemStatusType|bctl_WorkItemStatusType_TypeCode_Status / bctl_WorkItemStatusType_Name_Status / bctl_WorkItemStatusType_Description_Status|TypeCode / Name / Description
BillingCenter.dbo.bc_statementbilledworkitem|Status|ID|BillingCenter.dbo.bctl_WorkItemStatusType|bctl_WorkItemStatusType_TypeCode_Status / bctl_WorkItemStatusType_Name_Status / bctl_WorkItemStatusType_Description_Status|TypeCode / Name / Description||BillingCenter.dbo.bc_statementbilledworkitem|Status|ID|BillingCenter.dbo.bctl_WorkItemStatusType|bctl_WorkItemStatusType_TypeCode_Status / bctl_WorkItemStatusType_Name_Status / bctl_WorkItemStatusType_Description_Status|TypeCode / Name / Description
BillingCenter.dbo.bc_statementbilledworkitem|Subtype|ID|BillingCenter.dbo.bctl_StatementBilledWorkItem|bctl_StatementBilledWorkItem_TypeCode_Subtype / bctl_StatementBilledWorkItem_Name_Subtype / bctl_StatementBilledWorkItem_Description_Subtype|TypeCode / Name / Description||BillingCenter.dbo.bc_statementbilledworkitem|Subtype|ID|BillingCenter.dbo.bctl_StatementBilledWorkItem|bctl_StatementBilledWorkItem_TypeCode_Subtype / bctl_StatementBilledWorkItem_Name_Subtype / bctl_StatementBilledWorkItem_Description_Subtype|TypeCode / Name / Description
BillingCenter.dbo.bc_statementdueworkitem|Status|ID|BillingCenter.dbo.bctl_WorkItemStatusType|bctl_WorkItemStatusType_TypeCode_Status / bctl_WorkItemStatusType_Name_Status / bctl_WorkItemStatusType_Description_Status|TypeCode / Name / Description||BillingCenter.dbo.bc_statementdueworkitem|Status|ID|BillingCenter.dbo.bctl_WorkItemStatusType|bctl_WorkItemStatusType_TypeCode_Status / bctl_WorkItemStatusType_Name_Status / bctl_WorkItemStatusType_Description_Status|TypeCode / Name / Description
