DB/Table|Source Column|Ref Table Column|Typelist (per Dictionary)|Final Harmonized Column Names (3)|Attributes from Lookup Table|Different?|Harmonized Column Names (3)
[PolicyCenterL4-1].dbo.pcx_ulpolicy_pue|PolicyType|ID|[PolicyCenterL4-1].dbo.pctl_PUPULPolicyType_PUE|pctl_PUPULPolicyType_PUE_TypeCode / pctl_PUPULPolicyType_PUE_Name / pctl_PUPULPolicyType_PUE_Description|TypeCode / Name / Description|Y|pctl_PUPULPolicyType_PUE_TypeCode_PolicyType / pctl_PUPULPolicyType_PUE_Name_PolicyType / pctl_PUPULPolicyType_PUE_Description_PolicyType
[PolicyCenterL4-1].dbo.pcx_ulpolicy_pue|PreferredCoverageCurrency|ID|[PolicyCenterL4-1].dbo.pctl_Currency|pctl_Currency_TypeCode / pctl_Currency_Name / pctl_Currency_Description|TypeCode / Name / Description|Y|pctl_Currency_TypeCode_PreferredCoverageCurrency / pctl_Currency_Name_PreferredCoverageCurrency / pctl_Currency_Description_PreferredCoverageCurrency
[PolicyCenterL4-1].dbo.pcx_ulpolicy_pue|Subtype|ID|[PolicyCenterL4-1].dbo.pctl_ULPolicy_PUE|pctl_ULPolicy_PUE_TypeCode / pctl_ULPolicy_PUE_Name / pctl_ULPolicy_PUE_Description|TypeCode / Name / Description|Y|pctl_ULPolicy_PUE_TypeCode_Subtype / pctl_ULPolicy_PUE_Name_Subtype / pctl_ULPolicy_PUE_Description_Subtype
[PolicyCenterL4-1].dbo.pcx_umuimstacking_ex|Outcome|ID|[PolicyCenterL4-1].dbo.pctl_UMUImStackingOutcome_Ext|pctl_UMUImStackingOutcome_Ext_TypeCode_Outcome / pctl_UMUImStackingOutcome_Ext_Name_Outcome / pctl_UMUImStackingOutcome_Ext_Description_Outcome|TypeCode / Name / Description|N|pctl_UMUImStackingOutcome_Ext_TypeCode_Outcome / pctl_UMUImStackingOutcome_Ext_Name_Outcome / pctl_UMUImStackingOutcome_Ext_Description_Outcome
[PolicyCenterL4-1].dbo.pcx_umuimstacking_ex|Subtype|ID|[PolicyCenterL4-1].dbo.pctl_UMUIMStacking_Ext|pctl_UMUIMStacking_Ext_TypeCode_Subtype / pctl_UMUIMStacking_Ext_Name_Subtype / pctl_UMUIMStacking_Ext_Description_Subtype|TypeCode / Name / Description|N|pctl_UMUIMStacking_Ext_TypeCode_Subtype / pctl_UMUIMStacking_Ext_Name_Subtype / pctl_UMUIMStacking_Ext_Description_Subtype
[PolicyCenterL4-1].dbo.pcx_umuimstacking_ex|UMUIMVehCount|ID|[PolicyCenterL4-1].dbo.pctl_UMUIMVehCountRg_Ext|pctl_UMUIMVehCountRg_Ext_TypeCode_UMUIMVehCount / pctl_UMUIMVehCountRg_Ext_Name_UMUIMVehCount / pctl_UMUIMVehCountRg_Ext_Description_UMUIMVehCount|TypeCode / Name / Description|N|pctl_UMUIMVehCountRg_Ext_TypeCode_UMUIMVehCount / pctl_UMUIMVehCountRg_Ext_Name_UMUIMVehCount / pctl_UMUIMVehCountRg_Ext_Description_UMUIMVehCount
[PolicyCenterL4-1].dbo.pc_upgradedbstorageset|UpgradeDBStorageSetType|ID|[PolicyCenterL4-1].dbo.pctl_UpgradeDBStorageSetType|pctl_UpgradeDBStorageSetType_TypeCode_UpgradeDBStorageSetType / pctl_UpgradeDBStorageSetType_Name_UpgradeDBStorageSetType / pctl_UpgradeDBStorageSetType_Description_UpgradeDBStorageSetType|TypeCode / Name / Description|N|pctl_UpgradeDBStorageSetType_TypeCode_UpgradeDBStorageSetType / pctl_UpgradeDBStorageSetType_Name_UpgradeDBStorageSetType / pctl_UpgradeDBStorageSetType_Description_UpgradeDBStorageSetType
[PolicyCenterL4-1].dbo.pc_user|DefaultCountry|ID|[PolicyCenterL4-1].dbo.pctl_Country|pctl_Country_TypeCode / pctl_Country_Name / pctl_Country_Description|TypeCode / Name / Description|Y|pctl_Country_TypeCode_DefaultCountry / pctl_Country_Name_DefaultCountry / pctl_Country_Description_DefaultCountry
[PolicyCenterL4-1].dbo.pc_user|DefaultPhoneCountry|ID|[PolicyCenterL4-1].dbo.pctl_PhoneCountryCode|pctl_PhoneCountryCode_TypeCode / pctl_PhoneCountryCode_Name / pctl_PhoneCountryCode_Description|TypeCode / Name / Description|Y|pctl_PhoneCountryCode_TypeCode_DefaultPhoneCountry / pctl_PhoneCountryCode_Name_DefaultPhoneCountry / pctl_PhoneCountryCode_Description_DefaultPhoneCountry
[PolicyCenterL4-1].dbo.pc_user|ExperienceLevel|ID|[PolicyCenterL4-1].dbo.pctl_UserExperienceType|pctl_UserExperienceType_TypeCode / pctl_UserExperienceType_Name / pctl_UserExperienceType_Description|TypeCode / Name / Description|Y|pctl_UserExperienceType_TypeCode_ExperienceLevel / pctl_UserExperienceType_Name_ExperienceLevel / pctl_UserExperienceType_Description_ExperienceLevel
[PolicyCenterL4-1].dbo.pc_user|Language|ID|[PolicyCenterL4-1].dbo.pctl_LanguageType|pctl_LanguageType_TypeCode / pctl_LanguageType_Name / pctl_LanguageType_Description|TypeCode / Name / Description|Y|pctl_LanguageType_TypeCode_Language / pctl_LanguageType_Name_Language / pctl_LanguageType_Description_Language
[PolicyCenterL4-1].dbo.pc_user|Locale|ID|[PolicyCenterL4-1].dbo.pctl_LocaleType|pctl_LocaleType_TypeCode / pctl_LocaleType_Name / pctl_LocaleType_Description|TypeCode / Name / Description|Y|pctl_LocaleType_TypeCode_Locale / pctl_LocaleType_Name_Locale / pctl_LocaleType_Description_Locale
[PolicyCenterL4-1].dbo.pc_user|SystemUserType|ID|[PolicyCenterL4-1].dbo.pctl_SystemUserType|pctl_SystemUserType_TypeCode / pctl_SystemUserType_Name / pctl_SystemUserType_Description|TypeCode / Name / Description|Y|pctl_SystemUserType_TypeCode_SystemUserType / pctl_SystemUserType_Name_SystemUserType / pctl_SystemUserType_Description_SystemUserType
[PolicyCenterL4-1].dbo.pc_user|TimeZone|ID|[PolicyCenterL4-1].dbo.pctl_TimeZoneType|pctl_TimeZoneType_TypeCode / pctl_TimeZoneType_Name / pctl_TimeZoneType_Description|TypeCode / Name / Description|Y|pctl_TimeZoneType_TypeCode_TimeZone / pctl_TimeZoneType_Name_TimeZone / pctl_TimeZoneType_Description_TimeZone
[PolicyCenterL4-1].dbo.pc_user|UserType|ID|[PolicyCenterL4-1].dbo.pctl_UserType|pctl_UserType_TypeCode / pctl_UserType_Name / pctl_UserType_Description|TypeCode / Name / Description|Y|pctl_UserType_TypeCode_UserType / pctl_UserType_Name_UserType / pctl_UserType_Description_UserType
[PolicyCenterL4-1].dbo.pc_user|VacationStatus|ID|[PolicyCenterL4-1].dbo.pctl_VacationStatusType|pctl_VacationStatusType_TypeCode / pctl_VacationStatusType_Name / pctl_VacationStatusType_Description|TypeCode / Name / Description|Y|pctl_VacationStatusType_TypeCode_VacationStatus / pctl_VacationStatusType_Name_VacationStatus / pctl_VacationStatusType_Description_VacationStatus
[PolicyCenterL4-1].dbo.pc_user|ValidationLevel|ID|[PolicyCenterL4-1].dbo.pctl_ValidationLevel|pctl_ValidationLevel_TypeCode /  pctl_ValidationLevel_Name /  pctl_ValidationLevel_Description|TypeCode / Name / Description|Y|pctl_ValidationLevel_TypeCode_ValidationLevel / pctl_ValidationLevel_Name_ValidationLevel / pctl_ValidationLevel_Description_ValidationLevel
[PolicyCenterL4-1].dbo.pc_usergroupstats|RecordType|ID|[PolicyCenterL4-1].dbo.pctl_TeamStatsRecordType|pctl_TeamStatsRecordType_TypeCode_RecordType / pctl_TeamStatsRecordType_Name_RecordType / pctl_TeamStatsRecordType_Description_RecordType|TypeCode / Name / Description|N|pctl_TeamStatsRecordType_TypeCode_RecordType / pctl_TeamStatsRecordType_Name_RecordType / pctl_TeamStatsRecordType_Description_RecordType
[PolicyCenterL4-1].dbo.pc_usersettings|StartupPage|ID|[PolicyCenterL4-1].dbo.pctl_StartupPage|pctl_StartupPage_TypeCode / pctl_StartupPage_Name / pctl_StartupPage_Description|TypeCode / Name / Description|Y|pctl_StartupPage_TypeCode_StartupPage / pctl_StartupPage_Name_StartupPage / pctl_StartupPage_Description_StartupPage
[PolicyCenterL4-1].dbo.pc_authprof_ds_l10n|Language|ID|[PolicyCenterL4-1].dbo.pctl_LanguageType|pctl_LanguageType_TypeCode_Language / pctl_LanguageType_Name_Language / pctl_LanguageType_Description_Language|TypeCode / Name / Description|N|pctl_LanguageType_TypeCode_Language / pctl_LanguageType_Name_Language / pctl_LanguageType_Description_Language
[PolicyCenterL4-1].dbo.pc_authprof_nm_l10n|Language|ID|[PolicyCenterL4-1].dbo.pctl_LanguageType|pctl_LanguageType_TypeCode_Language / pctl_LanguageType_Name_Language / pctl_LanguageType_Description_Language|TypeCode / Name / Description|N|pctl_LanguageType_TypeCode_Language / pctl_LanguageType_Name_Language / pctl_LanguageType_Description_Language
[PolicyCenterL4-1].dbo.pc_uwcompany|Code|ID|[PolicyCenterL4-1].dbo.pctl_UWCompanyCode|pctl_UWCompanyCode_TypeCode / pctl_UWCompanyCode_Name / pctl_UWCompanyCode_Description|TypeCode / Name / Description|Y|pctl_UWCompanyCode_TypeCode_Code / pctl_UWCompanyCode_Name_Code / pctl_UWCompanyCode_Description_Code
[PolicyCenterL4-1].dbo.pc_uwcompany|State|ID|[PolicyCenterL4-1].dbo.pctl_Jurisdiction|pctl_Jurisdiction_TypeCode / pctl_Jurisdiction_Name / pctl_Jurisdiction_Description|TypeCode / Name / Description|Y|pctl_Jurisdiction_TypeCode_State / pctl_Jurisdiction_Name_State / pctl_Jurisdiction_Description_State
[PolicyCenterL4-1].dbo.pc_uwcompany|Status|ID|[PolicyCenterL4-1].dbo.pctl_UWCompanyStatus|pctl_UWCompanyStatus_TypeCode / pctl_UWCompanyStatus_Name / pctl_UWCompanyStatus_Description|TypeCode / Name / Description|Y|pctl_UWCompanyStatus_TypeCode_Status / pctl_UWCompanyStatus_Name_Status / pctl_UWCompanyStatus_Description_Status
[PolicyCenterL4-1].dbo.pc_uwissue|ApprovalBlockingPoint|ID|[PolicyCenterL4-1].dbo.pctl_UWIssueBlockingPoint|pctl_UWIssueBlockingPoint_TypeCode / pctl_UWIssueBlockingPoint_Name / pctl_UWIssueBlockingPoint_Description|TypeCode / Name / Description|Y|pctl_UWIssueBlockingPoint_TypeCode_ApprovalBlockingPoint / pctl_UWIssueBlockingPoint_Name_ApprovalBlockingPoint / pctl_UWIssueBlockingPoint_Description_ApprovalBlockingPoint
[PolicyCenterL4-1].dbo.pc_uwissue|ApprovalDurationType|ID|[PolicyCenterL4-1].dbo.pctl_UWApprovalDurationType|pctl_UWApprovalDurationType_TypeCode / pctl_UWApprovalDurationType_Name / pctl_UWApprovalDurationType_Description|TypeCode / Name / Description|Y|pctl_UWApprovalDurationType_TypeCode_ApprovalDurationType / pctl_UWApprovalDurationType_Name_ApprovalDurationType / pctl_UWApprovalDurationType_Description_ApprovalDurationType
[PolicyCenterL4-1].dbo.pc_uwissue|ChangeType|ID|[PolicyCenterL4-1].dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description|Y|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType
[PolicyCenterL4-1].dbo.pc_uwissuehistory|ApprovalDurationType|ID|[PolicyCenterL4-1].dbo.pctl_UWApprovalDurationType|pctl_UWApprovalDurationType_TypeCode / pctl_UWApprovalDurationType_Name / pctl_UWApprovalDurationType_Description|TypeCode / Name / Description|Y|pctl_UWApprovalDurationType_TypeCode_ApprovalDurationType / pctl_UWApprovalDurationType_Name_ApprovalDurationType / pctl_UWApprovalDurationType_Description_ApprovalDurationType
[PolicyCenterL4-1].dbo.pc_uwissuehistory|BlockingPoint|ID|[PolicyCenterL4-1].dbo.pctl_UWIssueBlockingPoint|pctl_UWIssueBlockingPoint_TypeCode / pctl_UWIssueBlockingPoint_Name / pctl_UWIssueBlockingPoint_Description|TypeCode / Name / Description|Y|pctl_UWIssueBlockingPoint_TypeCode_BlockingPoint / pctl_UWIssueBlockingPoint_Name_BlockingPoint / pctl_UWIssueBlockingPoint_Description_BlockingPoint
[PolicyCenterL4-1].dbo.pc_uwissuehistory|Status|ID|[PolicyCenterL4-1].dbo.pctl_UWIssueHistoryStatus|pctl_UWIssueHistoryStatus_TypeCode / pctl_UWIssueHistoryStatus_Name / pctl_UWIssueHistoryStatus_Description|TypeCode / Name / Description|Y|pctl_UWIssueHistoryStatus_TypeCode_Status / pctl_UWIssueHistoryStatus_Name_Status / pctl_UWIssueHistoryStatus_Description_Status
[PolicyCenterL4-1].dbo.pc_uwissuetype|BlockingPoint|ID|[PolicyCenterL4-1].dbo.pctl_UWIssueBlockingPoint|pctl_UWIssueBlockingPoint_TypeCode1 / pctl_UWIssueBlockingPoint_Name1 / pctl_UWIssueBlockingPoint_Description1|TypeCode / Name / Description|Y|pctl_UWIssueBlockingPoint_TypeCode_BlockingPoint / pctl_UWIssueBlockingPoint_Name_BlockingPoint / pctl_UWIssueBlockingPoint_Description_BlockingPoint
[PolicyCenterL4-1].dbo.pc_uwissuetype|CheckingSet|ID|[PolicyCenterL4-1].dbo.pctl_UWIssueCheckingSet|pctl_UWIssueCheckingSet_TypeCode / pctl_UWIssueCheckingSet_Name / pctl_UWIssueCheckingSet_Description|TypeCode / Name / Description|Y|pctl_UWIssueCheckingSet_TypeCode_CheckingSet / pctl_UWIssueCheckingSet_Name_CheckingSet / pctl_UWIssueCheckingSet_Description_CheckingSet
[PolicyCenterL4-1].dbo.pc_uwissuetype|Comparator|ID|[PolicyCenterL4-1].dbo.pctl_ValueComparator|pctl_ValueComparator_TypeCode / pctl_ValueComparator_Name / pctl_ValueComparator_Description|TypeCode / Name / Description|Y|pctl_ValueComparator_TypeCode_Comparator / pctl_ValueComparator_Name_Comparator / pctl_ValueComparator_Description_Comparator
[PolicyCenterL4-1].dbo.pc_uwissuetype|DefaultApprovalBlockingPoint|ID|[PolicyCenterL4-1].dbo.pctl_UWIssueBlockingPoint|pctl_UWIssueBlockingPoint_TypeCode2 / pctl_UWIssueBlockingPoint_Name2 / pctl_UWIssueBlockingPoint_Description2|TypeCode / Name / Description|Y|pctl_UWIssueBlockingPoint_TypeCode_DefaultApprovalBlockingPoint / pctl_UWIssueBlockingPoint_Name_DefaultApprovalBlockingPoint / pctl_UWIssueBlockingPoint_Description_DefaultApprovalBlockingPoint
[PolicyCenterL4-1].dbo.pc_uwissuetype|DefaultDurationType|ID|[PolicyCenterL4-1].dbo.pctl_UWApprovalDurationType|pctl_UWApprovalDurationType_TypeCode / pctl_UWApprovalDurationType_Name / pctl_UWApprovalDurationType_Description|TypeCode / Name / Description|Y|pctl_UWApprovalDurationType_TypeCode_DefaultDurationType / pctl_UWApprovalDurationType_Name_DefaultDurationType / pctl_UWApprovalDurationType_Description_DefaultDurationType
[PolicyCenterL4-1].dbo.pc_uwissuetype|DefaultValueAssignmentType|ID|[PolicyCenterL4-1].dbo.pctl_UWValueAssignmentType|pctl_UWValueAssignmentType_TypeCode / pctl_UWValueAssignmentType_Name / pctl_UWValueAssignmentType_Description|TypeCode / Name / Description|Y|pctl_UWValueAssignmentType_TypeCode_DefaultValueAssignmentType / pctl_UWValueAssignmentType_Name_DefaultValueAssignmentType / pctl_UWValueAssignmentType_Description_DefaultValueAssignmentType
[PolicyCenterL4-1].dbo.pc_uwissuetype|DefaultValueOffsetCurrency|ID|[PolicyCenterL4-1].dbo.pctl_Currency|pctl_Currency_TypeCode / pctl_Currency_Name / pctl_Currency_Description|TypeCode / Name / Description|Y|pctl_Currency_TypeCode_DefaultValueOffsetCurrency / pctl_Currency_Name_DefaultValueOffsetCurrency / pctl_Currency_Description_DefaultValueOffsetCurrency
[PolicyCenterL4-1].dbo.pc_uwissuetype|ValueFormatterType|ID|[PolicyCenterL4-1].dbo.pctl_ValueFormatterType|pctl_ValueFormatterType_TypeCode / pctl_ValueFormatterType_Name / pctl_ValueFormatterType_Description|TypeCode / Name / Description|Y|pctl_ValueFormatterType_TypeCode_ValueFormatterType / pctl_ValueFormatterType_Name_ValueFormatterType / pctl_ValueFormatterType_Description_ValueFormatterType
[PolicyCenterL4-1].dbo.pc_uwisstype_desc|Language|ID|[PolicyCenterL4-1].dbo.pctl_LanguageType|pctl_LanguageType_TypeCode / pctl_LanguageType_Name / pctl_LanguageType_Description|TypeCode / Name / Description|Y|pctl_LanguageType_TypeCode_Language / pctl_LanguageType_Name_Language / pctl_LanguageType_Description_Language
[PolicyCenterL4-1].dbo.pc_uwisstype_name|Language|ID|[PolicyCenterL4-1].dbo.pctl_LanguageType|pctl_LanguageType_TypeCode / pctl_LanguageType_Name / pctl_LanguageType_Description|TypeCode / Name / Description|Y|pctl_LanguageType_TypeCode_Language / pctl_LanguageType_Name_Language / pctl_LanguageType_Description_Language
[PolicyCenterL4-1].dbo.pc_uw_issue_ldesc|ChangeType|ID|[PolicyCenterL4-1].dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description|Y|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType
[PolicyCenterL4-1].dbo.pc_uw_issue_ldesc|Language|ID|[PolicyCenterL4-1].dbo.pctl_LanguageType|pctl_LanguageType_TypeCode / pctl_LanguageType_Name / pctl_LanguageType_Description|TypeCode / Name / Description|Y|pctl_LanguageType_TypeCode_Language / pctl_LanguageType_Name_Language / pctl_LanguageType_Description_Language
[PolicyCenterL4-1].dbo.pc_uw_issue_sdesc|ChangeType|ID|[PolicyCenterL4-1].dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description|Y|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType
[PolicyCenterL4-1].dbo.pc_uw_issue_sdesc|Language|ID|[PolicyCenterL4-1].dbo.pctl_LanguageType|pctl_LanguageType_TypeCode / pctl_LanguageType_Name / pctl_LanguageType_Description|TypeCode / Name / Description|Y|pctl_LanguageType_TypeCode_Language / pctl_LanguageType_Name_Language / pctl_LanguageType_Description_Language
[PolicyCenterL4-1].dbo.pc_uwreferralreason|Status|ID|[PolicyCenterL4-1].dbo.pctl_UWReferralReasonStatus|pctl_UWReferralReasonStatus_TypeCode / pctl_UWReferralReasonStatus_Name / pctl_UWReferralReasonStatus_Description|TypeCode / Name / Description|Y|pctl_UWReferralReasonStatus_TypeCode_Status / pctl_UWReferralReasonStatus_Name_Status / pctl_UWReferralReasonStatus_Description_Status
[PolicyCenterL4-1].dbo.pc_uw_ref_ldesc|Language|ID|[PolicyCenterL4-1].dbo.pctl_LanguageType|pctl_LanguageType_TypeCode_Language / pctl_LanguageType_Name_Language / pctl_LanguageType_Description_Language|TypeCode / Name / Description|N|pctl_LanguageType_TypeCode_Language / pctl_LanguageType_Name_Language / pctl_LanguageType_Description_Language
[PolicyCenterL4-1].dbo.pc_uw_ref_sdesc|Language|ID|[PolicyCenterL4-1].dbo.pctl_LanguageType|pctl_LanguageType_TypeCode_Language / pctl_LanguageType_Name_Language / pctl_LanguageType_Description_Language|TypeCode / Name / Description|N|pctl_LanguageType_TypeCode_Language / pctl_LanguageType_Name_Language / pctl_LanguageType_Description_Language
[PolicyCenterL4-1].dbo.pcx_vavehicledriver_ext|ChangeType|ID|[PolicyCenterL4-1].dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description|N|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType
[PolicyCenterL4-1].dbo.pcx_vavehicledriver_ext|Subtype|ID|[PolicyCenterL4-1].dbo.pctl_VAVehicleDriver_Ext|pctl_VAVehicleDriver_Ext_TypeCode_Subtype / pctl_VAVehicleDriver_Ext_Name_Subtype / pctl_VAVehicleDriver_Ext_Description_Subtype|TypeCode / Name / Description|N|pctl_VAVehicleDriver_Ext_TypeCode_Subtype / pctl_VAVehicleDriver_Ext_Name_Subtype / pctl_VAVehicleDriver_Ext_Description_Subtype
[PolicyCenterL4-1].dbo.pcx_vavehicledriver_ext|VehicleOperator|ID|[PolicyCenterL4-1].dbo.pctl_VehicleOperator_Ext|pctl_VehicleOperator_Ext_TypeCode_VehicleOperator / pctl_VehicleOperator_Ext_Name_VehicleOperator / pctl_VehicleOperator_Ext_Description_VehicleOperator|TypeCode / Name / Description|N|pctl_VehicleOperator_Ext_TypeCode_VehicleOperator / pctl_VehicleOperator_Ext_Name_VehicleOperator / pctl_VehicleOperator_Ext_Description_VehicleOperator
[PolicyCenterL4-1].dbo.pc_vehicleclasscode|Experience|ID|[PolicyCenterL4-1].dbo.pctl_CombinedDriverExp|pctl_CombinedDriverExp_TypeCode / pctl_CombinedDriverExp_Name / pctl_CombinedDriverExp_Description|TypeCode / Name / Description|Y|pctl_CombinedDriverExp_TypeCode_Experience / pctl_CombinedDriverExp_Name_Experience / pctl_CombinedDriverExp_Description_Experience
[PolicyCenterL4-1].dbo.pc_vehicleclasscode|Fleet|ID|[PolicyCenterL4-1].dbo.pctl_FleetType|pctl_FleetType_TypeCode / pctl_FleetType_Name / pctl_FleetType_Description|TypeCode / Name / Description|Y|pctl_FleetType_TypeCode_Fleet / pctl_FleetType_Name_Fleet / pctl_FleetType_Description_Fleet
[PolicyCenterL4-1].dbo.pc_vehicleclasscode|PrimaryUse|ID|[PolicyCenterL4-1].dbo.pctl_VehiclePrimaryUse|pctl_VehiclePrimaryUse_TypeCode / pctl_VehiclePrimaryUse_Name / pctl_VehiclePrimaryUse_Description|TypeCode / Name / Description|Y|pctl_VehiclePrimaryUse_TypeCode_PrimaryUse / pctl_VehiclePrimaryUse_Name_PrimaryUse / pctl_VehiclePrimaryUse_Description_PrimaryUse
[PolicyCenterL4-1].dbo.pc_vehicleclasscode|Radius|ID|[PolicyCenterL4-1].dbo.pctl_RadiusCode|pctl_RadiusCode_TypeCode / pctl_RadiusCode_Name / pctl_RadiusCode_Description|TypeCode / Name / Description|Y|pctl_RadiusCode_TypeCode_Radius / pctl_RadiusCode_Name_Radius / pctl_RadiusCode_Description_Radius
[PolicyCenterL4-1].dbo.pc_vehicleclasscode|SizeClass|ID|[PolicyCenterL4-1].dbo.pctl_VehicleSizeClass|pctl_VehicleSizeClass_TypeCode / pctl_VehicleSizeClass_Name / pctl_VehicleSizeClass_Description|TypeCode / Name / Description|Y|pctl_VehicleSizeClass_TypeCode_SizeClass / pctl_VehicleSizeClass_Name_SizeClass / pctl_VehicleSizeClass_Description_SizeClass
[PolicyCenterL4-1].dbo.pc_vehicleclasscode|Type|ID|[PolicyCenterL4-1].dbo.pctl_VehicleType|pctl_VehicleType_TypeCode / pctl_VehicleType_Name / pctl_VehicleType_Description|TypeCode / Name / Description|Y|pctl_VehicleType_TypeCode_Type / pctl_VehicleType_Name_Type / pctl_VehicleType_Description_Type
[PolicyCenterL4-1].dbo.pc_vehicledriver|ChangeType|ID|[PolicyCenterL4-1].dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description|Y|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType
[PolicyCenterL4-1].dbo.pc_vehicledriver|Subtype|ID|[PolicyCenterL4-1].dbo.pctl_VehicleDriver|pctl_VehicleDriver_TypeCode / pctl_VehicleDriver_Name / pctl_VehicleDriver_Description|TypeCode / Name / Description|Y|pctl_VehicleDriver_TypeCode_Subtype / pctl_VehicleDriver_Name_Subtype / pctl_VehicleDriver_Description_Subtype
[PolicyCenterL4-1].dbo.pc_vehicledriver|VAVehicleOperator_Ext|ID|[PolicyCenterL4-1].dbo.pctl_VehicleOperator_Ext|pctl_VehicleOperator_Ext_TypeCode / pctl_VehicleOperator_Ext_Name / pctl_VehicleOperator_Ext_Description|TypeCode / Name / Description|Y|pctl_VehicleOperator_Ext_TypeCode_VAVehicleOperator_Ext / pctl_VehicleOperator_Ext_Name_VAVehicleOperator_Ext / pctl_VehicleOperator_Ext_Description_VAVehicleOperator_Ext
[PolicyCenterL4-1].dbo.pcx_vehiclehistoryscore_ext|Subtype|ID|[PolicyCenterL4-1].dbo.pctl_VehicleHistoryScore_Ext|pctl_VehicleHistoryScore_Ext_TypeCode_Subtype / pctl_VehicleHistoryScore_Ext_Name_Subtype / pctl_VehicleHistoryScore_Ext_Description_Subtype|TypeCode / Name / Description|N|pctl_VehicleHistoryScore_Ext_TypeCode_Subtype / pctl_VehicleHistoryScore_Ext_Name_Subtype / pctl_VehicleHistoryScore_Ext_Description_Subtype
[PolicyCenterL4-1].dbo.pc_vehicleindustrycode|Industry|ID|[PolicyCenterL4-1].dbo.pctl_VehicleIndustry|pctl_VehicleIndustry_TypeCode / pctl_VehicleIndustry_Name / pctl_VehicleIndustry_Description|TypeCode / Name / Description|Y|pctl_VehicleIndustry_TypeCode_Industry / pctl_VehicleIndustry_Name_Industry / pctl_VehicleIndustry_Description_Industry
[PolicyCenterL4-1].dbo.pc_vehicleindustrycode|IndustryUse|ID|[PolicyCenterL4-1].dbo.pctl_VehicleIndustryUse|pctl_VehicleIndustryUse_TypeCode / pctl_VehicleIndustryUse_Name / pctl_VehicleIndustryUse_Description|TypeCode / Name / Description|Y|pctl_VehicleIndustryUse_TypeCode_IndustryUse / pctl_VehicleIndustryUse_Name_IndustryUse / pctl_VehicleIndustryUse_Description_IndustryUse
[PolicyCenterL4-1].dbo.pc_wcaircraftseat|ChangeType|ID|[PolicyCenterL4-1].dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description|N|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType
[PolicyCenterL4-1].dbo.pc_wcaircraftseat|State|ID|[PolicyCenterL4-1].dbo.pctl_Jurisdiction|pctl_Jurisdiction_TypeCode_State / pctl_Jurisdiction_Name_State / pctl_Jurisdiction_Description_State|TypeCode / Name / Description|N|pctl_Jurisdiction_TypeCode_State / pctl_Jurisdiction_Name_State / pctl_Jurisdiction_Description_State
[PolicyCenterL4-1].dbo.pc_wccededpremiumhistory|Reason|ID|[PolicyCenterL4-1].dbo.pctl_RIRecalcReason|pctl_RIRecalcReason_TypeCode_Reason / pctl_RIRecalcReason_Name_Reason / pctl_RIRecalcReason_Description_Reason|TypeCode / Name / Description|N|pctl_RIRecalcReason_TypeCode_Reason / pctl_RIRecalcReason_Name_Reason / pctl_RIRecalcReason_Description_Reason
[PolicyCenterL4-1].dbo.pc_wccededpremiumtransaction|BasisGNP_cur|ID|[PolicyCenterL4-1].dbo.pctl_Currency|pctl_Currency_TypeCode_BasisGNP_cur / pctl_Currency_Name_BasisGNP_cur / pctl_Currency_Description_BasisGNP_cur|TypeCode / Name / Description|N|pctl_Currency_TypeCode_BasisGNP_cur / pctl_Currency_Name_BasisGNP_cur / pctl_Currency_Description_BasisGNP_cur
