DB/TABLE|Send to Lake|PII (Y/N)|CDC Column|Lookup Ref|HardDeleteFlag|PartitionBy|NumPartitions|Decrypt|Rows|Note
ClaimCenter.dbo.cctl_wcinjurytype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_wcmedicaltreatmenttype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_weathertype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_weekdays|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_witnessposition|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_workcapacity|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_workflow|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_workflowactiontype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_workflowactivestate|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_workflowhandler|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_workflowlogentry|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_workflowstate|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_workflowtriggerkey|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_workflowworkitem|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_workitemsetstate|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_workitemstatustype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_workloadclassification|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_yesno|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_yesnona_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_zonetype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.CCtoPayload1|N||ID|Y|Y|ID||||
ClaimCenter.dbo.ccx_activityhistory_ext|Y||UpdateTime|Y||ID||||
ClaimCenter.dbo.ccx_adminaudit_ext|Y||UpdateTime|Y||ID||||
ClaimCenter.dbo.ccx_AIACode_Ext|Y||UpdateTime|Y||ID||||
ClaimCenter.dbo.ccx_AssignExposureRank_Ext|Y||ID|Y|Y|ID||||
ClaimCenter.dbo.ccx_AssignJurisState_Ext|Y||ID|Y|Y|ID||||
ClaimCenter.dbo.ccx_AssignmentGroupFilter_Ext|Y||ID|Y|Y|ID||||
ClaimCenter.dbo.ccx_AssignmentGroupQueue_Ext|N||ID|Y|Y|ID||||
ClaimCenter.dbo.ccx_AssignmentRule_Ext|Y||UpdateTime|Y||ID||||
ClaimCenter.dbo.ccx_AssignmentRuleFactor_Ext|Y||ID|Y|Y|ID||||
ClaimCenter.dbo.ccx_AssignmentRuleGroup_Ext|Y||ID|Y|Y|ID||||
ClaimCenter.dbo.ccx_AssignRuleCoverage_Ext|Y||ID|Y|Y|ID||||
ClaimCenter.dbo.ccx_AssignRuleVehStyle_Ext|Y||ID|Y|Y|ID||||
ClaimCenter.dbo.ccx_cc_sf_bulkinvoicedata|Y|Y|ID|Y||ID||||
ClaimCenter.dbo.ccx_cc_sf_parts|Y||ID|Y||ID||||
ClaimCenter.dbo.ccx_ccc_assignmentstats|Y||ID|Y||ID||||
ClaimCenter.dbo.ccx_ccc_currentdata|Y|Y|ID|Y||ID||||
ClaimCenter.dbo.ccx_ccc_driveinappointment|N||ID|Y||ID||||
ClaimCenter.dbo.ccx_ccc_events|Y||ID|Y||ID||||
ClaimCenter.dbo.ccx_ccc_moiresponse|Y||ID|Y||ID||||
ClaimCenter.dbo.ccx_CCPTransLineItemTable_Ext|Y||UpdateTime|Y||ID||||
ClaimCenter.dbo.ccx_ccx_Rental_Ext|Y||ID|Y||ID||||
ClaimCenter.dbo.ccx_cfagencylist_ext|Y||ID|Y|Y|ID||||
ClaimCenter.dbo.ccx_cfprdata_ext|Y||UpdateTime|Y||ID||||
ClaimCenter.dbo.ccx_cfprdatahist_ext|Y||UpdateTime|Y||ID||||
ClaimCenter.dbo.ccx_cfprdataresp_ext|Y||UpdateTime|Y||ID||||
ClaimCenter.dbo.ccx_cfprerr_ext|Y||UpdateTime|Y||ID||||
ClaimCenter.dbo.ccx_cfprvehdataresp_ext|Y||UpdateTime|Y||ID||||
ClaimCenter.dbo.ccx_ClaimEndorsement|Y||ID|Y|Y|ID||||
ClaimCenter.dbo.ccx_claimisomedicarepel|N|Y|UpdateTime|Y||ID||||
ClaimCenter.dbo.ccx_claimoffice|Y||UpdateTime|Y||ID||||
ClaimCenter.dbo.ccx_cluesubmissionhistory_ext|Y||UpdateTime|Y||ID||||
ClaimCenter.dbo.ccx_CMSEligibilityData_Ext|Y|Y|UpdateTime|Y||ID||HICN||
ClaimCenter.dbo.ccx_cmsmedicaredetails_ext|Y||UpdateTime|Y||ID||||
ClaimCenter.dbo.ccx_cmsrepresentative_ext|Y||UpdateTime|Y||ID||||
ClaimCenter.dbo.ccx_copart_ext|Y||UpdateTime|Y||ID||||
ClaimCenter.dbo.ccx_copartmakecode_ext|Y||UpdateTime|Y||ID||||
ClaimCenter.dbo.ccx_covsubtypemapping_ext|Y||ID|Y|Y|ID||||
ClaimCenter.dbo.ccx_crashevent_ext|Y|Y|UpdateTime|Y||ID||||
ClaimCenter.dbo.ccx_crasheventhistory_ext|Y||UpdateTime|Y||ID||||
ClaimCenter.dbo.ccx_crasheventinjuries_ext|Y||UpdateTime|Y||ID||||
ClaimCenter.dbo.ccx_crasheventmoi_ext|Y||UpdateTime|Y||ID||||
ClaimCenter.dbo.ccx_crasheventnote_ext|Y||UpdateTime|Y||ID||||
ClaimCenter.dbo.ccx_crasheventpayld_ext|Y||UpdateTime|Y||ID||||
ClaimCenter.dbo.ccx_dailyassignment_ext|Y||ID|Y|Y|ID||||
ClaimCenter.dbo.ccx_documentrecipients_ext|N||UpdateTime|Y||ID||||
ClaimCenter.dbo.ccx_documentsselections_ext|N||UpdateTime|Y||ID||||
ClaimCenter.dbo.ccx_EDW_Replication_Ext|Y||ID|Y|N|ID||||
ClaimCenter.dbo.ccx_enbulkinvoicedata_ext|Y|Y|UpdateTime|Y||ID||||
ClaimCenter.dbo.ccx_epayaccount|Y||UpdateTime|Y||ID||||
ClaimCenter.dbo.ccx_epayment|Y|Y|UpdateTime|Y||ID||||
ClaimCenter.dbo.ccx_epaymentreport_ext|Y|Y|UpdateTime|Y||ID||||
ClaimCenter.dbo.ccx_epaymentreport_ext_tmp|N|Y|UpdateTime|Y||ID||||
ClaimCenter.dbo.ccx_epaymentstaging_ext|Y||UpdateTime|Y||ID||||
ClaimCenter.dbo.ccx_exposureisomedicarepel|Y||UpdateTime|Y||ID||||
ClaimCenter.dbo.ccx_ExposureLawFirmDetail_Ext|Y||ID|Y|Y|ID||||
ClaimCenter.dbo.ccx_financialaudit_ext|Y||UpdateTime|Y||ID||||
ClaimCenter.dbo.ccx_financiallimit_ext|Y||UpdateTime|Y||ID||||
ClaimCenter.dbo.ccx_HistoryAddlInfo_Ext|Y||UpdateTime|Y|ID|ID||||
ClaimCenter.dbo.ccx_isomedicarehistory_ext|N||UpdateTime|Y||ID||||
ClaimCenter.dbo.ccx_ISOOverrideCodesRef_Ext|Y||ID|Y|Y|ID||||
ClaimCenter.dbo.ccx_logtitle_ext|Y||UpdateTime|Y||ID||||
ClaimCenter.dbo.ccx_lotstageupdates_ext|Y||UpdateTime|Y||ID||||
ClaimCenter.dbo.ccx_MatterLawFirmDetail_Ext|Y||ID|Y|Y|ID||||
ClaimCenter.dbo.ccx_medicare_ext|Y||UpdateTime|Y||ID||||
ClaimCenter.dbo.ccx_medicareclaimsent_Ext|Y||UpdateTime|Y||ID||||
ClaimCenter.dbo.ccx_oneinctransaction_ext|Y||UpdateTime|Y||ID||||
ClaimCenter.dbo.ccx_paymentledger_ext|Y||UpdateTime|Y||ID||||
ClaimCenter.dbo.ccx_paymentledgerreserve_ext|Y||UpdateTime|Y||ID||||
ClaimCenter.dbo.ccx_pncstatusfile|N||UpdateTime|Y||ID||||
ClaimCenter.dbo.ccx_PolicyMergeRef_Ext|Y||ID|Y|Y|ID||||
ClaimCenter.dbo.ccx_PorSessID_Ext|Y||ID|Y|Y|ID||||
ClaimCenter.dbo.ccx_proquote_ext|Y||UpdateTime|Y||ID||||
ClaimCenter.dbo.ccx_recoveryevent|Y||UpdateTime|Y||ID||||
ClaimCenter.dbo.ccx_recoveryoutstanding_ext|Y||UpdateTime|Y||ID||||
ClaimCenter.dbo.ccx_RentalComment_Ext|Y||UpdateTime|Y||ID||||
ClaimCenter.dbo.ccx_rentalhistory_ext|Y||UpdateTime|Y||ID||||
ClaimCenter.dbo.ccx_reservelargechangeact_ext|Y||UpdateTime|Y||ID||||
ClaimCenter.dbo.ccx_strmodel_ext|Y||UpdateTime|Y||ID||||
ClaimCenter.dbo.ccx_subrovendorfees_ext|Y||UpdateTime|Y||ID||||
ClaimCenter.dbo.ccx_symb_appraiser_ext|Y|Y|UpdateTime|Y||ID||||
ClaimCenter.dbo.ccx_symb_documents_ext|N||UpdateTime|Y||ID||||
ClaimCenter.dbo.ccx_symb_notifications_ext|Y||UpdateTime|Y||ID||||
ClaimCenter.dbo.ccx_symbility_ext|Y||UpdateTime|Y||ID||||
ClaimCenter.dbo.ccx_totalloss_ext|Y||UpdateTime|Y||ID||||
ClaimCenter.dbo.ccx_totallosscalculation_ext|Y||UpdateTime|Y||ID||||
ClaimCenter.dbo.ccx_totallossdates_ext|Y||UpdateTime|Y||ID||||
ClaimCenter.dbo.ccx_totallossfinancials_ext|Y||UpdateTime|Y||ID||||
ClaimCenter.dbo.ccx_towerswatson|Y||UpdateTime|Y||ID||||
ClaimCenter.dbo.ccx_userpto_ext|Y||UpdateTime|Y||ID||||
ClaimCenter.dbo.ccx_delayletterstatus_ext|Y||UpdateTime|Y||ID||||
ClaimCenter.dbo.ccx_dl_duedate_ext|Y||UpdateTime|Y||ID||||
ClaimCenter.dbo.cctl_delayletterstatusmsg_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.ccx_xact_appraiser_ext|Y||UpdateTime|Y||ID||||
ClaimCenter.dbo.ccx_xact_notifications_ext|Y||UpdateTime|Y||ID||||
ClaimCenter.dbo.cctl_prptyapprsourceid|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_xact_claimassignmentevent|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_docdeliverymethod_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.ccx_batchdoctriggctrl_ext|Y||UpdateTime|Y|Y|ID||||
ClaimCenter.dbo.ccx_ehiadditionalchg_ext|Y||UpdateTime|Y|Y|ID||||
ClaimCenter.dbo.ccx_ehinote_ext|Y||UpdateTime|Y|Y|ID||||
ClaimCenter.dbo.ccx_ehirentalmanagement_ext|Y||UpdateTime|Y|Y|ID||||
ClaimCenter.dbo.cctl_automateddocuments_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_alternaterentaltype_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_ehiadditionalchargeid_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_ehiamounttype_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_ehiclaimtype_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_ehifleetratelevel_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_ehigetlocationtarget_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_ehinotetype|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_ehipartneroffices_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_ehiphonetype_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_ehipickupmethod_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_ehirentalbusinesstype_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_ehirentalstatus_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_ehireturnmethod_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_ehitradingpartnerid_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_ehivehicleclass_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_ehivehiclecondition_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.ccx_doccompliancedelmthd_ext|N||UpdateTime|Y||ID||||
ClaimCenter.dbo.ccx_poacontrol_ext|N||UpdateTime|Y||ID||||
ClaimCenter.dbo.cctl_poadeliverymethod_ext|Y||Truncate and Load|TypeList||||||
ClaimCenter.dbo.cctl_poatype_ext|Y||Truncate and Load|TypeList||||||
ClaimCenter.dbo.cc_history|Y||ID|Y|ID|ID||||
ClaimCenter.dbo.cctl_alarm_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_entrymethod_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_losstype_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_occupancy_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_openclosed_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_ruptures_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cc_catastropheperil|Y||ID|Y|Y|ID||||
ClaimCenter.dbo.cc_catastrophezone|Y||ID|Y|Y|ID||||
ClaimCenter.dbo.cc_credential|Y||UpdateTime|Y|ID|ID||||
ClaimCenter.dbo.cc_group|Y||UpdateTime|Y|ID|ID||||
ClaimCenter.dbo.ccx_copartcentpaperwork_ext|Y||UpdateTime|Y||ID||||
ClaimCenter.dbo.ccx_documentshipper_ext|N||UpdateTime|||ID||||
ClaimCenter.dbo.cctl_fedexservicetype_ext|Y||Truncate and Load|TypeList|| ||||
ClaimCenter.dbo.cctl_ccc_transactiontype|Y||Truncate and Load|TypeList|| ||||
