DB/Table|Source Column|Ref Table Column|Typelist (per Dictionary)|Final Harmonized Column Names (3)|Attributes from Lookup Table|Different?|Harmonized Column Names (3)
PolicyCenter.dbo.pcx_ulcupolicy_extcond|Subtype|ID|PolicyCenter.dbo.pctl_ULCUPolicy_ExtCond|pctl_ULCUPolicy_ExtCond_TypeCode / pctl_ULCUPolicy_ExtCond_Name / pctl_ULCUPolicy_ExtCond_Description|TypeCode / Name / Description|Y|pctl_ULCUPolicy_ExtCond_TypeCode_Subtype / pctl_ULCUPolicy_ExtCond_Name_Subtype / pctl_ULCUPolicy_ExtCond_Description_Subtype
PolicyCenter.dbo.pcx_ulcupolicy_extcov|ChangeType|ID|PolicyCenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description|Y|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType
PolicyCenter.dbo.pcx_ulcupolicy_extcov|Currency|ID|PolicyCenter.dbo.pctl_Currency|pctl_Currency_TypeCode / pctl_Currency_Name / pctl_Currency_Description|TypeCode / Name / Description|Y|pctl_Currency_TypeCode_Currency / pctl_Currency_Name_Currency / pctl_Currency_Description_Currency
PolicyCenter.dbo.pcx_ulcupolicy_extcov|Subtype|ID|PolicyCenter.dbo.pctl_ULCUPolicy_ExtCov|pctl_ULCUPolicy_ExtCov_TypeCode / pctl_ULCUPolicy_ExtCov_Name / pctl_ULCUPolicy_ExtCov_Description|TypeCode / Name / Description|Y|pctl_ULCUPolicy_ExtCov_TypeCode_Subtype / pctl_ULCUPolicy_ExtCov_Name_Subtype / pctl_ULCUPolicy_ExtCov_Description_Subtype
PolicyCenter.dbo.pcx_ulcupolicy_extexcl|ChangeType|ID|PolicyCenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description|Y|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType
PolicyCenter.dbo.pcx_ulcupolicy_extexcl|Currency|ID|PolicyCenter.dbo.pctl_Currency|pctl_Currency_TypeCode / pctl_Currency_Name / pctl_Currency_Description|TypeCode / Name / Description|Y|pctl_Currency_TypeCode_Currency / pctl_Currency_Name_Currency / pctl_Currency_Description_Currency
PolicyCenter.dbo.pcx_ulcupolicy_extexcl|Subtype|ID|PolicyCenter.dbo.pctl_ULCUPolicy_ExtExcl|pctl_ULCUPolicy_ExtExcl_TypeCode / pctl_ULCUPolicy_ExtExcl_Name / pctl_ULCUPolicy_ExtExcl_Description|TypeCode / Name / Description|Y|pctl_ULCUPolicy_ExtExcl_TypeCode_Subtype / pctl_ULCUPolicy_ExtExcl_Name_Subtype / pctl_ULCUPolicy_ExtExcl_Description_Subtype
PolicyCenter.dbo.pcx_ulcupolicy_extmod|ChangeType|ID|PolicyCenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description|Y|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType
PolicyCenter.dbo.pcx_ulcupolicy_extmod|State|ID|PolicyCenter.dbo.pctl_Jurisdiction|pctl_Jurisdiction_TypeCode / pctl_Jurisdiction_Name / pctl_Jurisdiction_Description|TypeCode / Name / Description|Y|pctl_Jurisdiction_TypeCode_State / pctl_Jurisdiction_Name_State / pctl_Jurisdiction_Description_State
PolicyCenter.dbo.pcx_ulcupolicy_extmod|Subtype|ID|PolicyCenter.dbo.pctl_ULCUPolicy_ExtMod|pctl_ULCUPolicy_ExtMod_TypeCode / pctl_ULCUPolicy_ExtMod_Name / pctl_ULCUPolicy_ExtMod_Description|TypeCode / Name / Description|Y|pctl_ULCUPolicy_ExtMod_TypeCode_Subtype / pctl_ULCUPolicy_ExtMod_Name_Subtype / pctl_ULCUPolicy_ExtMod_Description_Subtype
PolicyCenter.dbo.pcx_ulcupolicy_extrf|ChangeType|ID|PolicyCenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description|Y|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType
PolicyCenter.dbo.pcx_ulcupolicy_extschconditem|ChangeType|ID|PolicyCenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description|Y|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType
PolicyCenter.dbo.pcx_ulcupolicy_extschconditem|PreferredCoverageCurrency|ID|PolicyCenter.dbo.pctl_Currency|pctl_Currency_TypeCode / pctl_Currency_Name / pctl_Currency_Description|TypeCode / Name / Description|Y|pctl_Currency_TypeCode_PreferredCoverageCurrency / pctl_Currency_Name_PreferredCoverageCurrency / pctl_Currency_Description_PreferredCoverageCurrency
PolicyCenter.dbo.pcx_ulcupolicy_extschcovitem|ChangeType|ID|PolicyCenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description|Y|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType
PolicyCenter.dbo.pcx_ulcupolicy_extschcovitem|PreferredCoverageCurrency|ID|PolicyCenter.dbo.pctl_Currency|pctl_Currency_TypeCode / pctl_Currency_Name / pctl_Currency_Description|TypeCode / Name / Description|Y|pctl_Currency_TypeCode_PreferredCoverageCurrency / pctl_Currency_Name_PreferredCoverageCurrency / pctl_Currency_Description_PreferredCoverageCurrency
PolicyCenter.dbo.pcx_ulpolicy_pue|Carrier|ID|PolicyCenter.dbo.pctl_ULCarrier_PUE|pctl_ULCarrier_PUE_TypeCode / pctl_ULCarrier_PUE_Name / pctl_ULCarrier_PUE_Description|TypeCode / Name / Description|Y|pctl_ULCarrier_PUE_TypeCode_Carrier / pctl_ULCarrier_PUE_Name_Carrier / pctl_ULCarrier_PUE_Description_Carrier
PolicyCenter.dbo.pcx_ulpolicy_pue|ChangeType|ID|PolicyCenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description|Y|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType
PolicyCenter.dbo.pcx_ulpolicy_pue|PolicyType|ID|PolicyCenter.dbo.pctl_PUPULPolicyType_PUE|pctl_PUPULPolicyType_PUE_TypeCode / pctl_PUPULPolicyType_PUE_Name / pctl_PUPULPolicyType_PUE_Description|TypeCode / Name / Description|Y|pctl_PUPULPolicyType_PUE_TypeCode_PolicyType / pctl_PUPULPolicyType_PUE_Name_PolicyType / pctl_PUPULPolicyType_PUE_Description_PolicyType
PolicyCenter.dbo.pcx_ulpolicy_pue|PreferredCoverageCurrency|ID|PolicyCenter.dbo.pctl_Currency|pctl_Currency_TypeCode / pctl_Currency_Name / pctl_Currency_Description|TypeCode / Name / Description|Y|pctl_Currency_TypeCode_PreferredCoverageCurrency / pctl_Currency_Name_PreferredCoverageCurrency / pctl_Currency_Description_PreferredCoverageCurrency
PolicyCenter.dbo.pcx_ulpolicy_pue|Subtype|ID|PolicyCenter.dbo.pctl_ULPolicy_PUE|pctl_ULPolicy_PUE_TypeCode / pctl_ULPolicy_PUE_Name / pctl_ULPolicy_PUE_Description|TypeCode / Name / Description|Y|pctl_ULPolicy_PUE_TypeCode_Subtype / pctl_ULPolicy_PUE_Name_Subtype / pctl_ULPolicy_PUE_Description_Subtype
PolicyCenter.dbo.pcx_umuimstacking_ex|Outcome|ID|PolicyCenter.dbo.pctl_UMUImStackingOutcome_Ext|pctl_UMUImStackingOutcome_Ext_TypeCode_Outcome / pctl_UMUImStackingOutcome_Ext_Name_Outcome / pctl_UMUImStackingOutcome_Ext_Description_Outcome|TypeCode / Name / Description|N|pctl_UMUImStackingOutcome_Ext_TypeCode_Outcome / pctl_UMUImStackingOutcome_Ext_Name_Outcome / pctl_UMUImStackingOutcome_Ext_Description_Outcome
PolicyCenter.dbo.pcx_umuimstacking_ex|Subtype|ID|PolicyCenter.dbo.pctl_UMUIMStacking_Ext|pctl_UMUIMStacking_Ext_TypeCode_Subtype / pctl_UMUIMStacking_Ext_Name_Subtype / pctl_UMUIMStacking_Ext_Description_Subtype|TypeCode / Name / Description|N|pctl_UMUIMStacking_Ext_TypeCode_Subtype / pctl_UMUIMStacking_Ext_Name_Subtype / pctl_UMUIMStacking_Ext_Description_Subtype
PolicyCenter.dbo.pcx_umuimstacking_ex|UMUIMVehCount|ID|PolicyCenter.dbo.pctl_UMUIMVehCountRg_Ext|pctl_UMUIMVehCountRg_Ext_TypeCode_UMUIMVehCount / pctl_UMUIMVehCountRg_Ext_Name_UMUIMVehCount / pctl_UMUIMVehCountRg_Ext_Description_UMUIMVehCount|TypeCode / Name / Description|N|pctl_UMUIMVehCountRg_Ext_TypeCode_UMUIMVehCount / pctl_UMUIMVehCountRg_Ext_Name_UMUIMVehCount / pctl_UMUIMVehCountRg_Ext_Description_UMUIMVehCount
PolicyCenter.dbo.pc_upgradedbstorageset|UpgradeDBStorageSetType|ID|PolicyCenter.dbo.pctl_UpgradeDBStorageSetType|pctl_UpgradeDBStorageSetType_TypeCode_UpgradeDBStorageSetType / pctl_UpgradeDBStorageSetType_Name_UpgradeDBStorageSetType / pctl_UpgradeDBStorageSetType_Description_UpgradeDBStorageSetType|TypeCode / Name / Description|N|pctl_UpgradeDBStorageSetType_TypeCode_UpgradeDBStorageSetType / pctl_UpgradeDBStorageSetType_Name_UpgradeDBStorageSetType / pctl_UpgradeDBStorageSetType_Description_UpgradeDBStorageSetType
PolicyCenter.dbo.pc_user|DefaultCountry|ID|PolicyCenter.dbo.pctl_Country|pctl_Country_TypeCode / pctl_Country_Name / pctl_Country_Description|TypeCode / Name / Description|Y|pctl_Country_TypeCode_DefaultCountry / pctl_Country_Name_DefaultCountry / pctl_Country_Description_DefaultCountry
PolicyCenter.dbo.pc_user|DefaultPhoneCountry|ID|PolicyCenter.dbo.pctl_PhoneCountryCode|pctl_PhoneCountryCode_TypeCode / pctl_PhoneCountryCode_Name / pctl_PhoneCountryCode_Description|TypeCode / Name / Description|Y|pctl_PhoneCountryCode_TypeCode_DefaultPhoneCountry / pctl_PhoneCountryCode_Name_DefaultPhoneCountry / pctl_PhoneCountryCode_Description_DefaultPhoneCountry
PolicyCenter.dbo.pc_user|ExperienceLevel|ID|PolicyCenter.dbo.pctl_UserExperienceType|pctl_UserExperienceType_TypeCode / pctl_UserExperienceType_Name / pctl_UserExperienceType_Description|TypeCode / Name / Description|Y|pctl_UserExperienceType_TypeCode_ExperienceLevel / pctl_UserExperienceType_Name_ExperienceLevel / pctl_UserExperienceType_Description_ExperienceLevel
PolicyCenter.dbo.pc_user|Language|ID|PolicyCenter.dbo.pctl_LanguageType|pctl_LanguageType_TypeCode / pctl_LanguageType_Name / pctl_LanguageType_Description|TypeCode / Name / Description|Y|pctl_LanguageType_TypeCode_Language / pctl_LanguageType_Name_Language / pctl_LanguageType_Description_Language
PolicyCenter.dbo.pc_user|Locale|ID|PolicyCenter.dbo.pctl_LocaleType|pctl_LocaleType_TypeCode / pctl_LocaleType_Name / pctl_LocaleType_Description|TypeCode / Name / Description|Y|pctl_LocaleType_TypeCode_Locale / pctl_LocaleType_Name_Locale / pctl_LocaleType_Description_Locale
PolicyCenter.dbo.pc_user|SystemUserType|ID|PolicyCenter.dbo.pctl_SystemUserType|pctl_SystemUserType_TypeCode / pctl_SystemUserType_Name / pctl_SystemUserType_Description|TypeCode / Name / Description|Y|pctl_SystemUserType_TypeCode_SystemUserType / pctl_SystemUserType_Name_SystemUserType / pctl_SystemUserType_Description_SystemUserType
PolicyCenter.dbo.pc_user|TimeZone|ID|PolicyCenter.dbo.pctl_TimeZoneType|pctl_TimeZoneType_TypeCode / pctl_TimeZoneType_Name / pctl_TimeZoneType_Description|TypeCode / Name / Description|Y|pctl_TimeZoneType_TypeCode_TimeZone / pctl_TimeZoneType_Name_TimeZone / pctl_TimeZoneType_Description_TimeZone
PolicyCenter.dbo.pc_user|UserType|ID|PolicyCenter.dbo.pctl_UserType|pctl_UserType_TypeCode / pctl_UserType_Name / pctl_UserType_Description|TypeCode / Name / Description|Y|pctl_UserType_TypeCode_UserType / pctl_UserType_Name_UserType / pctl_UserType_Description_UserType
PolicyCenter.dbo.pc_user|VacationStatus|ID|PolicyCenter.dbo.pctl_VacationStatusType|pctl_VacationStatusType_TypeCode / pctl_VacationStatusType_Name / pctl_VacationStatusType_Description|TypeCode / Name / Description|Y|pctl_VacationStatusType_TypeCode_VacationStatus / pctl_VacationStatusType_Name_VacationStatus / pctl_VacationStatusType_Description_VacationStatus
PolicyCenter.dbo.pc_user|ValidationLevel|ID|PolicyCenter.dbo.pctl_ValidationLevel|pctl_ValidationLevel_TypeCode /  pctl_ValidationLevel_Name /  pctl_ValidationLevel_Description|TypeCode / Name / Description|Y|pctl_ValidationLevel_TypeCode_ValidationLevel / pctl_ValidationLevel_Name_ValidationLevel / pctl_ValidationLevel_Description_ValidationLevel
PolicyCenter.dbo.pc_usergroupstats|RecordType|ID|PolicyCenter.dbo.pctl_TeamStatsRecordType|pctl_TeamStatsRecordType_TypeCode_RecordType / pctl_TeamStatsRecordType_Name_RecordType / pctl_TeamStatsRecordType_Description_RecordType|TypeCode / Name / Description|N|pctl_TeamStatsRecordType_TypeCode_RecordType / pctl_TeamStatsRecordType_Name_RecordType / pctl_TeamStatsRecordType_Description_RecordType
PolicyCenter.dbo.pc_usersettings|StartupPage|ID|PolicyCenter.dbo.pctl_StartupPage|pctl_StartupPage_TypeCode / pctl_StartupPage_Name / pctl_StartupPage_Description|TypeCode / Name / Description|Y|pctl_StartupPage_TypeCode_StartupPage / pctl_StartupPage_Name_StartupPage / pctl_StartupPage_Description_StartupPage
PolicyCenter.dbo.pc_authprof_ds_l10n|Language|ID|PolicyCenter.dbo.pctl_LanguageType|pctl_LanguageType_TypeCode_Language / pctl_LanguageType_Name_Language / pctl_LanguageType_Description_Language|TypeCode / Name / Description|N|pctl_LanguageType_TypeCode_Language / pctl_LanguageType_Name_Language / pctl_LanguageType_Description_Language
PolicyCenter.dbo.pc_authprof_nm_l10n|Language|ID|PolicyCenter.dbo.pctl_LanguageType|pctl_LanguageType_TypeCode_Language / pctl_LanguageType_Name_Language / pctl_LanguageType_Description_Language|TypeCode / Name / Description|N|pctl_LanguageType_TypeCode_Language / pctl_LanguageType_Name_Language / pctl_LanguageType_Description_Language
PolicyCenter.dbo.pc_uwcompany|Code|ID|PolicyCenter.dbo.pctl_UWCompanyCode|pctl_UWCompanyCode_TypeCode / pctl_UWCompanyCode_Name / pctl_UWCompanyCode_Description|TypeCode / Name / Description|Y|pctl_UWCompanyCode_TypeCode_Code / pctl_UWCompanyCode_Name_Code / pctl_UWCompanyCode_Description_Code
PolicyCenter.dbo.pc_uwcompany|State|ID|PolicyCenter.dbo.pctl_Jurisdiction|pctl_Jurisdiction_TypeCode / pctl_Jurisdiction_Name / pctl_Jurisdiction_Description|TypeCode / Name / Description|Y|pctl_Jurisdiction_TypeCode_State / pctl_Jurisdiction_Name_State / pctl_Jurisdiction_Description_State
PolicyCenter.dbo.pc_uwcompany|Status|ID|PolicyCenter.dbo.pctl_UWCompanyStatus|pctl_UWCompanyStatus_TypeCode / pctl_UWCompanyStatus_Name / pctl_UWCompanyStatus_Description|TypeCode / Name / Description|Y|pctl_UWCompanyStatus_TypeCode_Status / pctl_UWCompanyStatus_Name_Status / pctl_UWCompanyStatus_Description_Status
PolicyCenter.dbo.pc_uwissue|ApprovalBlockingPoint|ID|PolicyCenter.dbo.pctl_UWIssueBlockingPoint|pctl_UWIssueBlockingPoint_TypeCode / pctl_UWIssueBlockingPoint_Name / pctl_UWIssueBlockingPoint_Description|TypeCode / Name / Description|Y|pctl_UWIssueBlockingPoint_TypeCode_ApprovalBlockingPoint / pctl_UWIssueBlockingPoint_Name_ApprovalBlockingPoint / pctl_UWIssueBlockingPoint_Description_ApprovalBlockingPoint
PolicyCenter.dbo.pc_uwissue|ApprovalDurationType|ID|PolicyCenter.dbo.pctl_UWApprovalDurationType|pctl_UWApprovalDurationType_TypeCode / pctl_UWApprovalDurationType_Name / pctl_UWApprovalDurationType_Description|TypeCode / Name / Description|Y|pctl_UWApprovalDurationType_TypeCode_ApprovalDurationType / pctl_UWApprovalDurationType_Name_ApprovalDurationType / pctl_UWApprovalDurationType_Description_ApprovalDurationType
PolicyCenter.dbo.pc_uwissue|ChangeType|ID|PolicyCenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description|Y|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType
PolicyCenter.dbo.pc_uwissuehistory|ApprovalDurationType|ID|PolicyCenter.dbo.pctl_UWApprovalDurationType|pctl_UWApprovalDurationType_TypeCode / pctl_UWApprovalDurationType_Name / pctl_UWApprovalDurationType_Description|TypeCode / Name / Description|Y|pctl_UWApprovalDurationType_TypeCode_ApprovalDurationType / pctl_UWApprovalDurationType_Name_ApprovalDurationType / pctl_UWApprovalDurationType_Description_ApprovalDurationType
PolicyCenter.dbo.pc_uwissuehistory|BlockingPoint|ID|PolicyCenter.dbo.pctl_UWIssueBlockingPoint|pctl_UWIssueBlockingPoint_TypeCode / pctl_UWIssueBlockingPoint_Name / pctl_UWIssueBlockingPoint_Description|TypeCode / Name / Description|Y|pctl_UWIssueBlockingPoint_TypeCode_BlockingPoint / pctl_UWIssueBlockingPoint_Name_BlockingPoint / pctl_UWIssueBlockingPoint_Description_BlockingPoint
PolicyCenter.dbo.pc_uwissuehistory|Status|ID|PolicyCenter.dbo.pctl_UWIssueHistoryStatus|pctl_UWIssueHistoryStatus_TypeCode / pctl_UWIssueHistoryStatus_Name / pctl_UWIssueHistoryStatus_Description|TypeCode / Name / Description|Y|pctl_UWIssueHistoryStatus_TypeCode_Status / pctl_UWIssueHistoryStatus_Name_Status / pctl_UWIssueHistoryStatus_Description_Status
PolicyCenter.dbo.pc_uwissuetype|BlockingPoint|ID|PolicyCenter.dbo.pctl_UWIssueBlockingPoint|pctl_UWIssueBlockingPoint_TypeCode1 / pctl_UWIssueBlockingPoint_Name1 / pctl_UWIssueBlockingPoint_Description1|TypeCode / Name / Description|Y|pctl_UWIssueBlockingPoint_TypeCode_BlockingPoint / pctl_UWIssueBlockingPoint_Name_BlockingPoint / pctl_UWIssueBlockingPoint_Description_BlockingPoint
PolicyCenter.dbo.pc_uwissuetype|CheckingSet|ID|PolicyCenter.dbo.pctl_UWIssueCheckingSet|pctl_UWIssueCheckingSet_TypeCode / pctl_UWIssueCheckingSet_Name / pctl_UWIssueCheckingSet_Description|TypeCode / Name / Description|Y|pctl_UWIssueCheckingSet_TypeCode_CheckingSet / pctl_UWIssueCheckingSet_Name_CheckingSet / pctl_UWIssueCheckingSet_Description_CheckingSet
PolicyCenter.dbo.pc_uwissuetype|Comparator|ID|PolicyCenter.dbo.pctl_ValueComparator|pctl_ValueComparator_TypeCode / pctl_ValueComparator_Name / pctl_ValueComparator_Description|TypeCode / Name / Description|Y|pctl_ValueComparator_TypeCode_Comparator / pctl_ValueComparator_Name_Comparator / pctl_ValueComparator_Description_Comparator
PolicyCenter.dbo.pc_uwissuetype|DefaultApprovalBlockingPoint|ID|PolicyCenter.dbo.pctl_UWIssueBlockingPoint|pctl_UWIssueBlockingPoint_TypeCode2 / pctl_UWIssueBlockingPoint_Name2 / pctl_UWIssueBlockingPoint_Description2|TypeCode / Name / Description|Y|pctl_UWIssueBlockingPoint_TypeCode_DefaultApprovalBlockingPoint / pctl_UWIssueBlockingPoint_Name_DefaultApprovalBlockingPoint / pctl_UWIssueBlockingPoint_Description_DefaultApprovalBlockingPoint
PolicyCenter.dbo.pc_uwissuetype|DefaultDurationType|ID|PolicyCenter.dbo.pctl_UWApprovalDurationType|pctl_UWApprovalDurationType_TypeCode / pctl_UWApprovalDurationType_Name / pctl_UWApprovalDurationType_Description|TypeCode / Name / Description|Y|pctl_UWApprovalDurationType_TypeCode_DefaultDurationType / pctl_UWApprovalDurationType_Name_DefaultDurationType / pctl_UWApprovalDurationType_Description_DefaultDurationType
PolicyCenter.dbo.pc_uwissuetype|DefaultValueAssignmentType|ID|PolicyCenter.dbo.pctl_UWValueAssignmentType|pctl_UWValueAssignmentType_TypeCode / pctl_UWValueAssignmentType_Name / pctl_UWValueAssignmentType_Description|TypeCode / Name / Description|Y|pctl_UWValueAssignmentType_TypeCode_DefaultValueAssignmentType / pctl_UWValueAssignmentType_Name_DefaultValueAssignmentType / pctl_UWValueAssignmentType_Description_DefaultValueAssignmentType
PolicyCenter.dbo.pc_uwissuetype|DefaultValueOffsetCurrency|ID|PolicyCenter.dbo.pctl_Currency|pctl_Currency_TypeCode / pctl_Currency_Name / pctl_Currency_Description|TypeCode / Name / Description|Y|pctl_Currency_TypeCode_DefaultValueOffsetCurrency / pctl_Currency_Name_DefaultValueOffsetCurrency / pctl_Currency_Description_DefaultValueOffsetCurrency
PolicyCenter.dbo.pc_uwissuetype|ValueFormatterType|ID|PolicyCenter.dbo.pctl_ValueFormatterType|pctl_ValueFormatterType_TypeCode / pctl_ValueFormatterType_Name / pctl_ValueFormatterType_Description|TypeCode / Name / Description|Y|pctl_ValueFormatterType_TypeCode_ValueFormatterType / pctl_ValueFormatterType_Name_ValueFormatterType / pctl_ValueFormatterType_Description_ValueFormatterType
PolicyCenter.dbo.pc_uwisstype_desc|Language|ID|PolicyCenter.dbo.pctl_LanguageType|pctl_LanguageType_TypeCode / pctl_LanguageType_Name / pctl_LanguageType_Description|TypeCode / Name / Description|Y|pctl_LanguageType_TypeCode_Language / pctl_LanguageType_Name_Language / pctl_LanguageType_Description_Language
PolicyCenter.dbo.pc_uwisstype_name|Language|ID|PolicyCenter.dbo.pctl_LanguageType|pctl_LanguageType_TypeCode / pctl_LanguageType_Name / pctl_LanguageType_Description|TypeCode / Name / Description|Y|pctl_LanguageType_TypeCode_Language / pctl_LanguageType_Name_Language / pctl_LanguageType_Description_Language
PolicyCenter.dbo.pc_uw_issue_ldesc|ChangeType|ID|PolicyCenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description|Y|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType
PolicyCenter.dbo.pc_uw_issue_ldesc|Language|ID|PolicyCenter.dbo.pctl_LanguageType|pctl_LanguageType_TypeCode / pctl_LanguageType_Name / pctl_LanguageType_Description|TypeCode / Name / Description|Y|pctl_LanguageType_TypeCode_Language / pctl_LanguageType_Name_Language / pctl_LanguageType_Description_Language
PolicyCenter.dbo.pc_uw_issue_sdesc|ChangeType|ID|PolicyCenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description|Y|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType
PolicyCenter.dbo.pc_uw_issue_sdesc|Language|ID|PolicyCenter.dbo.pctl_LanguageType|pctl_LanguageType_TypeCode / pctl_LanguageType_Name / pctl_LanguageType_Description|TypeCode / Name / Description|Y|pctl_LanguageType_TypeCode_Language / pctl_LanguageType_Name_Language / pctl_LanguageType_Description_Language
PolicyCenter.dbo.pc_uwreferralreason|Status|ID|PolicyCenter.dbo.pctl_UWReferralReasonStatus|pctl_UWReferralReasonStatus_TypeCode / pctl_UWReferralReasonStatus_Name / pctl_UWReferralReasonStatus_Description|TypeCode / Name / Description|Y|pctl_UWReferralReasonStatus_TypeCode_Status / pctl_UWReferralReasonStatus_Name_Status / pctl_UWReferralReasonStatus_Description_Status
PolicyCenter.dbo.pc_uw_ref_ldesc|Language|ID|PolicyCenter.dbo.pctl_LanguageType|pctl_LanguageType_TypeCode_Language / pctl_LanguageType_Name_Language / pctl_LanguageType_Description_Language|TypeCode / Name / Description|N|pctl_LanguageType_TypeCode_Language / pctl_LanguageType_Name_Language / pctl_LanguageType_Description_Language
PolicyCenter.dbo.pc_uw_ref_sdesc|Language|ID|PolicyCenter.dbo.pctl_LanguageType|pctl_LanguageType_TypeCode_Language / pctl_LanguageType_Name_Language / pctl_LanguageType_Description_Language|TypeCode / Name / Description|N|pctl_LanguageType_TypeCode_Language / pctl_LanguageType_Name_Language / pctl_LanguageType_Description_Language
PolicyCenter.dbo.pcx_vavehicledriver_ext|ChangeType|ID|PolicyCenter.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description|N|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType
PolicyCenter.dbo.pcx_vavehicledriver_ext|Subtype|ID|PolicyCenter.dbo.pctl_VAVehicleDriver_Ext|pctl_VAVehicleDriver_Ext_TypeCode_Subtype / pctl_VAVehicleDriver_Ext_Name_Subtype / pctl_VAVehicleDriver_Ext_Description_Subtype|TypeCode / Name / Description|N|pctl_VAVehicleDriver_Ext_TypeCode_Subtype / pctl_VAVehicleDriver_Ext_Name_Subtype / pctl_VAVehicleDriver_Ext_Description_Subtype
PolicyCenter.dbo.pcx_vavehicledriver_ext|VehicleOperator|ID|PolicyCenter.dbo.pctl_VehicleOperator_Ext|pctl_VehicleOperator_Ext_TypeCode_VehicleOperator / pctl_VehicleOperator_Ext_Name_VehicleOperator / pctl_VehicleOperator_Ext_Description_VehicleOperator|TypeCode / Name / Description|N|pctl_VehicleOperator_Ext_TypeCode_VehicleOperator / pctl_VehicleOperator_Ext_Name_VehicleOperator / pctl_VehicleOperator_Ext_Description_VehicleOperator
PolicyCenter.dbo.pc_vehicleclasscode|Experience|ID|PolicyCenter.dbo.pctl_CombinedDriverExp|pctl_CombinedDriverExp_TypeCode / pctl_CombinedDriverExp_Name / pctl_CombinedDriverExp_Description|TypeCode / Name / Description|Y|pctl_CombinedDriverExp_TypeCode_Experience / pctl_CombinedDriverExp_Name_Experience / pctl_CombinedDriverExp_Description_Experience
PolicyCenter.dbo.pc_vehicleclasscode|Fleet|ID|PolicyCenter.dbo.pctl_FleetType|pctl_FleetType_TypeCode / pctl_FleetType_Name / pctl_FleetType_Description|TypeCode / Name / Description|Y|pctl_FleetType_TypeCode_Fleet / pctl_FleetType_Name_Fleet / pctl_FleetType_Description_Fleet
